datetime,drawdown,maxdrawdown,timereturn,value,cash
2020-10-27,5.6224,6.8372,0.0130,107615.5357,85188.8243
2020-10-28,5.5308,6.8372,0.0010,107719.9739,107719.9739
2020-10-29,5.5308,6.8372,0.0000,107719.9739,107719.9739
2020-10-30,6.3937,6.8372,-0.0091,106736.0569,84078.4822
2020-11-02,5.5115,6.8372,0.0094,107741.9608,84078.4822
2020-11-03,5.5356,6.8372,-0.0003,107714.4771,84078.4822
2020-11-04,5.3959,6.8372,0.0015,107873.8827,84078.4822
2020-11-05,5.4392,6.8372,-0.0005,107824.4120,84078.4822
2020-11-06,5.4682,6.8372,-0.0003,107791.4315,84078.4822
2020-11-09,5.9213,6.8372,-0.0048,107274.7377,84078.4822
