,ts_code,name,trade_date,lu_time,ld_time,open_time,last_time,lu_desc,tag,theme,net_change,bid_amount,status,bid_change,bid_turnover,lu_bid_vol,pct_chg,bid_pct_chg,rt_pct_chg,limit_order,amount,turnover_rate,free_float,lu_limit_order
0,600774.SH,汉商集团,20240510,,14:37:55,,,,跌停,医药、中药,-40819663.0,,,,,,,,,1882192.0,297221828.0,27.59,1022003530.0,
1,600990.SH,四创电子,20240510,,14:11:49,,,,跌停,军工、低空经济,-145719065.0,,,,,,,,,13306070.0,1221667681.0,32.43,3449764580.0,
2,605198.SH,安德利,20240510,,14:06:32,,,,跌停,食品饮料、年报增长,-1709549.0,,,,,,,,,8264718.0,128634759.0,14.57,863823941.0,
3,603928.SH,兴业股份,20240510,,10:45:32,,,,跌停,化工、轨道交通,-35120762.0,,,,,,,,,20598578.0,278617553.0,23.24,1189417487.0,
4,603928.SH,兴业股份,20240509,,09:31:28,,,,跌停,化工、轨道交通,-157155733.0,,,,,,,,,6093312.0,458344301.0,33.93,1321987012.0,
5,600785.SH,新华百货,20240508,,09:30:59,,,,跌停,零售、年报增长,-31199324.0,,,,,,,,,57699616.0,50982182.0,2.08,2435443546.0,
6,002305.SZ,南国置业,20240508,,09:25:00,,,,跌停,房地产、地产链,-30008423.0,,,,,,,,,382046048.0,59114448.0,2.65,2229253853.0,
7,002689.SZ,远大智能,20240506,,09:25:00,,,,跌停,机器人概念、新型工业化,-9354307.0,,,,,,,,,44992140.0,45397341.0,3.0,1515173146.0,
8,002425.SZ,凯撒文化,20240506,,09:25:00,,,,跌停,游戏、网红经济,-16208851.0,,,,,,,,,18722680.0,196249899.0,8.6,2253135907.0,
9,002231.SZ,奥维通信,20240506,,09:25:00,,,,跌停,军工、通信,-20967779.0,,,,,,,,,216652880.0,42749255.0,2.83,1512316793.0,
10,002253.SZ,川大智胜,20240430,,13:53:18,,,,跌停,车路云、元宇宙,-86543983.0,,,,,,,,,25684740.0,763393475.0,32.25,2126815293.0,
11,000625.SZ,长安汽车,20240430,,11:16:27,,,,跌停,长安汽车概念、汽车类,-2783684925.0,,,,,,,,,47873844.0,8600904118.0,11.36,73894479314.0,
12,603127.SH,昭衍新药,20240430,,11:16:06,,,,跌停,创新药、CRO,-47404865.0,,,,,,,,,17500734.0,568901483.0,8.76,6368774631.0,
13,002747.SZ,埃斯顿,20240430,,10:32:51,,,,跌停,机器人概念、新型工业化,-199569825.0,,,,,,,,,12648050.0,909873601.0,11.9,7118060117.0,
14,603666.SH,亿嘉和,20240430,,10:25:29,,,,跌停,年报增长、机器人概念,-33888208.0,,,,,,,,,346696.0,173617439.0,6.78,2525469438.0,
15,002780.SZ,三夫户外,20240430,,09:33:51,,,,跌停,服装家纺、年报增长,-37854539.0,,,,,,,,,4453381.0,139110348.0,10.22,1352558701.0,
16,002085.SZ,万丰奥威,20240430,,09:33:33,,,,跌停,飞行汽车、汽车类,-1317923827.0,,,,,,,,,139620288.0,5809323190.0,28.03,20299079943.0,
17,002231.SZ,奥维通信,20240430,,09:33:30,,,,跌停,军工、通信,-108056461.0,,,,,,,,,50002884.0,792948308.0,43.69,1681585278.0,
18,000099.SZ,中信海直,20240430,,09:33:03,,,,跌停,飞行汽车、军工,-918018311.0,,,,,,,,,213052544.0,3669537783.0,34.3,10608500844.0,
19,001696.SZ,宗申动力,20240430,,09:32:48,,,,跌停,低空经济、航空发动机,-290765063.0,,,,,,,,,454030656.0,707025850.0,8.64,8026381600.0,
20,603017.SH,中衡设计,20240430,,09:30:38,,,,跌停,低空经济、一带一路,-33625915.0,,,,,,,,,246344320.0,151109375.0,7.6,1981865691.0,
21,600749.SH,西藏旅游,20240430,,09:25:59,,,,跌停,旅游、低空经济,-13085568.0,,,,,,,,,142548864.0,52580256.0,3.28,1601235040.0,
22,603688.SH,石英股份,20240430,,09:25:55,,,,跌停,年报增长、非金属材料,-116811335.0,,,,,,,,,878717632.0,254715292.0,1.78,14343301260.0,
23,605168.SH,三人行,20240430,,09:25:38,,,,跌停,AIGC、送转填权,-41188399.0,,,,,,,,,75825744.0,135147025.0,3.59,3762624469.0,
24,002715.SZ,登云股份,20240430,,09:25:00,,,,跌停,黄金、汽车零部件,-3492701.0,,,,,,,,,38025492.0,54054882.0,3.93,1372225314.0,
25,002308.SZ,威创股份,20240430,,09:25:00,,,,跌停,信创、虚拟电厂,-6281134.0,,,,,,,,,37507020.0,28833708.0,2.48,1161985268.0,
26,000413.SZ,东旭光电,20240430,,09:25:00,,,,跌停,消费电子、面板,-28768329.0,,,,,,,,,118179040.0,112954842.0,1.77,6386822408.0,
27,000004.SZ,国华网安,20240430,,09:25:00,,,,跌停,车路云、智能驾驶,-575673.0,,,,,,,,,1892443.0,134875863.0,13.94,962753497.0,
28,600083.SH,博信股份,20240429,,09:25:44,,,,跌停,ST板块、平台经济,-6104848.0,,,,,,,,,44621640.0,79174640.0,10.49,754905382.0,
29,603879.SH,永悦科技,20240429,,09:25:42,,,,跌停,ST板块、超跌,-12638452.0,,,,,,,,,109132416.0,45703110.0,3.91,1169835899.0,
30,603828.SH,柯利达,20240429,,09:25:32,,,,跌停,ST板块、地产链,-8485171.0,,,,,,,,,45214896.0,18350808.0,2.33,787569184.0,
31,002715.SZ,登云股份,20240429,,09:25:00,,,,跌停,黄金、汽车类,-11640921.0,,,,,,,,,45802144.0,60257980.0,3.94,1524883260.0,
32,000691.SZ,亚太实业,20240429,,09:25:00,,,,跌停,化工、甘肃省,9683869.0,,,,,,,,,9988373.0,189228478.0,19.13,981294648.0,
33,000691.SZ,亚太实业,20240426,,10:25:00,,,,跌停,化工、股权转让,-61533061.0,,,,,,,,,8376813.0,305695936.0,26.53,1089766807.0,
34,605055.SH,迎丰股份,20240425,,10:28:38,,,,跌停,分散染料、服装家纺,-15467942.0,,,,,,,,,1476540.0,60602318.0,6.49,918709299.0,
35,002687.SZ,乔治白,20240425,,09:31:33,,,,跌停,服装家纺、病毒防治,9469716.0,,,,,,,,,1437156.0,170478441.0,10.27,1655797335.0,
36,603215.SH,比依股份,20240425,,09:25:03,,,,跌停,家电、新零售,-11151787.0,,,,,,,,,20559004.0,71592130.0,6.1,1173228098.0,
37,600706.SH,曲江文旅,20240425,,09:25:02,,,,跌停,旅游、数字经济,-22901924.0,,,,,,,,,110146640.0,86068602.0,5.13,1676538924.0,
38,600246.SH,万通发展,20240424,,09:37:40,,,,跌停,芯片、房地产,-51289836.0,,,,,,,,,69479208.0,148022064.0,2.53,5693141912.0,
39,603657.SH,春光科技,20240424,,09:25:02,,,,跌停,家电、小米概念,-11296994.0,,,,,,,,,169399872.0,41337540.0,4.11,1006294410.0,
40,002466.SZ,天齐锂业,20240424,,09:25:00,,,,跌停,锂矿、特斯拉概念,-153559839.0,,,,,,,,,1179574272.0,424713516.0,0.99,43076163403.0,
41,000888.SZ,峨眉山Ａ,20240423,,14:53:09,,,,跌停,旅游、电子商务,-56875695.0,,,,,,,,,10024625.0,1014259070.0,24.59,3975342002.0,
42,605198.SH,安德利,20240423,,14:00:03,,,,跌停,食品饮料、年报增长,1063226.0,,,,,,,,,8414847.0,115218214.0,13.16,845405520.0,
43,000520.SZ,凤凰航运,20240423,,10:46:03,,,,跌停,超跌、航运,-19347952.0,,,,,,,,,11745560.0,185364043.0,10.88,1685215100.0,
44,600740.SH,山西焦化,20240423,,10:33:44,,,,跌停,焦炭、化工,-27241158.0,,,,,,,,,7193946.0,232885622.0,4.63,4974764906.0,
45,603615.SH,茶花股份,20240423,,10:05:03,,,,跌停,零售、超跌,-26240199.0,,,,,,,,,6583286.0,89340542.0,6.89,1264836777.0,
46,600529.SH,山东药玻,20240423,,09:30:50,,,,跌停,玻璃、医药,-47368466.0,,,,,,,,,4486635.0,740570992.0,5.73,12836395160.0,
47,603900.SH,莱绅通灵,20240423,,09:25:03,,,,跌停,超跌、黄金,-9108005.0,,,,,,,,,6490217.0,294368043.0,34.07,856831344.0,
48,603657.SH,春光科技,20240423,,09:25:03,,,,跌停,家电、并购重组,-4551552.0,,,,,,,,,344748512.0,8435824.0,0.75,1118387964.0,
49,600745.SH,闻泰科技,20240423,,09:25:03,,,,跌停,服务器、芯片,-192936666.0,,,,,,,,,151855616.0,803791688.0,2.86,27997664746.0,
50,600301.SH,华锡有色,20240423,,09:25:03,,,,跌停,金属锑、有色金属,-35758295.0,,,,,,,,,44385324.0,439995533.0,15.13,2897568939.0,
51,600123.SH,兰花科创,20240423,,09:25:03,,,,跌停,煤炭、化工,-31465373.0,,,,,,,,,101408904.0,298943676.0,3.79,7889843997.0,
52,600083.SH,博信股份,20240423,,09:25:03,,,,跌停,ST板块、跨境电商,5502480.0,,,,,,,,,72899592.0,24353030.0,3.61,675184770.0,
53,002912.SZ,中新赛克,20240423,,09:25:03,,,,跌停,算力、网络安全,-9584164.0,,,,,,,,,32491330.0,58746226.0,2.44,2402438670.0,
54,002835.SZ,同为股份,20240423,,09:25:03,,,,跌停,一季报增长、深圳,-8158194.0,,,,,,,,,293586528.0,9014125.0,0.56,1612495795.0,
55,002310.SZ,东方园林,20240423,,09:25:03,,,,跌停,ST板块、地产链,-10094124.0,,,,,,,,,210206096.0,12808956.0,0.63,2045770109.0,
56,002308.SZ,威创股份,20240423,,09:25:03,,,,跌停,信创、虚拟电厂,-6443592.0,,,,,,,,,32285582.0,18733610.0,1.78,1049915622.0,
57,000737.SZ,北方铜业,20240423,,09:25:03,,,,跌停,金属铜、有色金属,-68924098.0,,,,,,,,,544225728.0,190280310.0,3.4,5600543714.0,
58,603183.SH,建研院,20240422,,14:29:01,,,,跌停,年报增长、建筑节能,-540850.0,,,,,,,,,3635615.0,210016085.0,13.9,1486091695.0,
59,603516.SH,淳中科技,20240422,,14:23:51,,,,跌停,英伟达概念、安防,-64996216.0,,,,,,,,,2736827.0,470906417.0,13.0,3537671969.0,
60,603663.SH,三祥新材,20240422,,14:15:45,,,,跌停,固态电池、稀土永磁,-34704671.0,,,,,,,,,28139138.0,882619871.0,26.52,3176411943.0,
61,603077.SH,和邦生物,20240422,,13:57:50,,,,跌停,光伏组件、硅片,-45415750.0,,,,,,,,,13954363.0,605328287.0,4.41,13510969023.0,
62,603657.SH,春光科技,20240422,,13:08:20,,,,跌停,家电、并购重组,-130470880.0,,,,,,,,,9110780.0,739508987.0,51.08,1242582528.0,
63,000506.SZ,中润资源,20240422,,13:01:57,,,,跌停,ST板块、黄金,-108086914.0,,,,,,,,,40918432.0,1074753780.0,29.91,3401549554.0,
64,000520.SZ,凤凰航运,20240422,,10:07:51,,,,跌停,超跌、航运,-70043363.0,,,,,,,,,31389166.0,330751714.0,16.84,1873959191.0,
65,002302.SZ,西部建设,20240422,,09:55:42,,,,跌停,建材、地产链,3658529.0,,,,,,,,,12451671.0,105194634.0,3.02,3447516593.0,
66,002476.SZ,宝莫股份,20240422,,09:44:54,,,,跌停,一季报增长、石油石化,-29751312.0,,,,,,,,,4258440.0,135250755.0,7.61,1751317333.0,
67,002141.SZ,贤丰控股,20240422,,09:36:06,,,,跌停,ST板块、盐湖提锂,-1403408.0,,,,,,,,,1750137.0,57654060.0,7.59,755681241.0,
68,002085.SZ,万丰奥威,20240422,,09:33:54,,,,跌停,飞行汽车、汽车类,-543756842.0,,,,,,,,,474980736.0,2992264489.0,16.39,18063058214.0,
69,002643.SZ,万润股份,20240422,,09:32:33,,,,跌停,光刻胶、芯片,-14266797.0,,,,,,,,,23958530.0,281425559.0,4.27,6578355518.0,
70,000404.SZ,长虹华意,20240422,,09:31:30,,,,跌停,家电、国企改革,-31558987.0,,,,,,,,,43839528.0,126648144.0,3.65,3442177968.0,
71,002629.SZ,仁智股份,20240422,,09:30:54,,,,跌停,石油石化、天然气,-1418232.0,,,,,,,,,20156172.0,22368426.0,2.94,751652799.0,
72,603900.SH,莱绅通灵,20240422,,09:30:48,,,,跌停,超跌、黄金,-4918366.0,,,,,,,,,57627936.0,220020775.0,23.02,951251904.0,
73,002795.SZ,永和智控,20240422,,09:30:09,,,,跌停,股权转让、BC电池,-14214899.0,,,,,,,,,18899346.0,74628384.0,5.67,1308584475.0,
74,603860.SH,中公高科,20240422,,09:25:02,,,,跌停,中字头、数字经济,-13214884.0,,,,,,,,,221219664.0,54097442.0,4.77,1135010004.0,
75,600083.SH,博信股份,20240422,,09:25:02,,,,跌停,ST板块、平台经济,-1495023.0,,,,,,,,,75920248.0,15046579.0,2.01,750024528.0,
76,002835.SZ,同为股份,20240422,,09:25:00,,,,跌停,一季报增长、EDR,-39823803.0,,,,,,,,,274633088.0,159802972.0,8.9,1791202359.0,
77,002728.SZ,特一药业,20240422,,09:25:00,,,,跌停,流感、止咳药,-46848648.0,,,,,,,,,29285790.0,428562369.0,12.69,3366091955.0,
78,002310.SZ,东方园林,20240422,,09:25:00,,,,跌停,ST板块、地产链,-10591852.0,,,,,,,,,190151504.0,16298781.0,0.72,2266392376.0,
79,002308.SZ,威创股份,20240422,,09:25:00,,,,跌停,信创、虚拟电厂,-5957813.0,,,,,,,,,31560706.0,21209166.0,1.82,1167883670.0,
80,000628.SZ,高新发展,20240422,,09:25:00,,,,跌停,基础建设、并购重组,-30153288.0,,,,,,,,,1022953856.0,76401884.0,1.14,6675109283.0,
81,600836.SH,上海易连,20240419,,13:46:43,,,,跌停,ST板块、上海,-19668121.0,,,,,,,,,5156629.0,130443987.0,15.04,837911847.0,
82,000612.SZ,焦作万方,20240419,,13:44:03,,,,跌停,金属铝、稀土永磁,-302366234.0,,,,,,,,,808848.0,1388950220.0,22.8,5764481442.0,
83,002920.SZ,德赛西威,20240419,,10:15:27,,,,跌停,无人驾驶、智能座舱,-146475761.0,,,,,,,,,21813558.0,877229710.0,3.02,28651086933.0,
84,000961.SZ,中南建设,20240419,,09:31:57,,,,跌停,房地产、ST板块,-33676457.0,,,,,,,,,2326949.0,244874060.0,14.66,1637093689.0,
85,600083.SH,博信股份,20240419,,09:25:02,,,,跌停,ST板块、平台经济,-2828800.0,,,,,,,,,115052952.0,13500928.0,1.62,832999042.0,
86,002900.SZ,哈三联,20240419,,09:25:00,,,,跌停,医美、创新药,205391.0,,,,,,,,,7622994.0,297994310.0,21.59,1365981789.0,
87,002310.SZ,东方园林,20240419,,09:25:00,,,,跌停,ST板块、环保,-11227230.0,,,,,,,,,98390128.0,49219625.0,1.96,2507071213.0,
88,000628.SZ,高新发展,20240419,,09:25:00,,,,跌停,基础建设、并购重组,-49314973.0,,,,,,,,,1592156800.0,71838036.0,0.97,7416604599.0,
89,600836.SH,上海易连,20240418,,09:47:32,,,,跌停,ST板块、上海,-33679911.0,,,,,,,,,1886815.0,173700285.0,18.49,928225699.0,
90,600083.SH,博信股份,20240418,,09:25:02,,,,跌停,ST板块、消费电子,-5851596.0,,,,,,,,,132315304.0,20438480.0,2.21,925735263.0,
91,000628.SZ,高新发展,20240418,,09:25:00,,,,跌停,基础建设、并购重组,-161795566.0,,,,,,,,,844851136.0,412323700.0,5.0,8240671777.0,
92,002346.SZ,柘中股份,20240416,,14:49:00,,,,跌停,锂电池、创投,-4593816.0,,,,,,,,,7820.0,42825508.0,2.39,1729275174.0,
93,603982.SH,泉峰汽车,20240416,,14:08:41,,,,跌停,汽车零部件、汽车类,-3287467.0,,,,,,,,,4397937.0,70337510.0,6.43,1071347749.0,
94,603598.SH,引力传媒,20240416,,14:48:55,,,,跌停,文化传媒、短剧,-13808105.0,,,,,,,,,4031256.0,243991921.0,13.56,1748684098.0,
95,600626.SH,申达股份,20240416,,14:08:37,,,,跌停,汽车零部件、汽车类,-5195570.0,,,,,,,,,3610828.0,34032984.0,2.34,1415153424.0,
96,603980.SH,吉华集团,20240416,,14:48:43,,,,跌停,机器人概念、化工,6129327.0,,,,,,,,,266793.0,47786457.0,2.72,1708560000.0,
97,603256.SH,宏和科技,20240416,,14:08:36,,,,跌停,消费电子、铜箔,-1711370.0,,,,,,,,,3931325.0,50335325.0,3.86,1273886784.0,
98,003025.SZ,思进智能,20240416,,14:48:42,,,,跌停,专用设备、新型工业化,-8201567.0,,,,,,,,,1728441.0,100864232.0,9.56,1028258052.0,
99,600992.SH,贵绳股份,20240416,,14:08:33,,,,跌停,国有企业、军工,-3613059.0,,,,,,,,,2960295.0,111547742.0,5.22,2072857841.0,
100,600661.SH,昂立教育,20240416,,14:48:39,,,,跌停,教育、职业教育,1791945.0,,,,,,,,,611226.0,104848039.0,6.19,1640746243.0,
101,002280.SZ,联络互动,20240416,,14:08:30,,,,跌停,ST板块、互联网营销,-17038142.0,,,,,,,,,4236778.0,95780792.0,2.72,3437336317.0,
102,000957.SZ,中通客车,20240416,,14:48:36,,,,跌停,汽车整车、汽车类,-4680828.0,,,,,,,,,533134.0,240684456.0,7.39,3139919643.0,
103,002630.SZ,华西能源,20240416,,14:07:57,,,,跌停,核电、垃圾发电,-18937212.0,,,,,,,,,4367902.0,115230855.0,4.89,2307482887.0,
104,002570.SZ,贝因美,20240416,,14:48:30,,,,跌停,多胎概念、乳业,-7049805.0,,,,,,,,,1803301.0,97132711.0,4.13,2289318772.0,
105,002636.SZ,金安国纪,20240416,,14:07:54,,,,跌停,印制电路板、化工,-4829271.0,,,,,,,,,1687153.0,76811266.0,5.46,1370423356.0,
106,603626.SH,科森科技,20240416,,14:48:25,,,,跌停,华为概念、固态电池,-9842980.0,,,,,,,,,4059672.0,226338016.0,11.29,1948877578.0,
107,002593.SZ,日上集团,20240416,,14:07:51,,,,跌停,车路云、一体化压铸,-3967098.0,,,,,,,,,1284768.0,77290643.0,6.3,1198057283.0,
108,002931.SZ,锋龙股份,20240416,,14:48:21,,,,跌停,汽车零部件、机器人概念,-5927197.0,,,,,,,,,4634370.0,89021871.0,8.66,988456592.0,
109,600280.SH,中央商场,20240416,,14:07:46,,,,跌停,房地产、零售,-733022.0,,,,,,,,,5608250.0,71990136.0,5.86,1210359085.0,
110,002734.SZ,利民股份,20240416,,14:47:54,,,,跌停,固态电池、农业,3269222.0,,,,,,,,,661374.0,134611121.0,9.0,1461260063.0,
111,002686.SZ,亿利达,20240416,,14:07:30,,,,跌停,资产管理、病毒防治,-4840742.0,,,,,,,,,1848570.0,60933255.0,3.47,1716307071.0,
112,603192.SH,汇得科技,20240416,,14:47:51,,,,跌停,中报增长、麒麟电池,-2054012.0,,,,,,,,,2004524.0,37140394.0,6.78,533651913.0,
113,002323.SZ,雅博股份,20240416,,14:07:30,,,,跌停,分布式光伏、国有企业,-4864854.0,,,,,,,,,3090345.0,71178995.0,3.42,2038905699.0,
114,603661.SH,恒林股份,20240416,,14:47:47,,,,跌停,算力、装修家具,-10483730.0,,,,,,,,,10005710.0,118400666.0,6.53,1740140785.0,
115,600843.SH,上工申贝,20240416,,14:07:25,,,,跌停,低空经济、碳纤维,-13013068.0,,,,,,,,,12299985.0,195753364.0,10.38,1851654207.0,
116,600793.SH,宜宾纸业,20240416,,14:47:45,,,,跌停,造纸、化工,-4077537.0,,,,,,,,,84299.0,38995405.0,6.22,608339083.0,
117,002337.SZ,赛象科技,20240416,,14:07:15,,,,跌停,专用设备、机器人概念,-8767760.0,,,,,,,,,2036278.0,66082331.0,4.36,1481965996.0,
118,603527.SH,众源新材,20240416,,14:47:39,,,,跌停,金属铜、固态电池,413323.0,,,,,,,,,3231113.0,131488959.0,8.5,1503156083.0,
119,002520.SZ,日发精机,20240416,,14:06:54,,,,跌停,机器人概念、军工,-9237693.0,,,,,,,,,6346236.0,143504550.0,5.52,2533535113.0,
120,002549.SZ,凯美特气,20240416,,14:47:39,,,,跌停,光刻机、碳中和,-4956528.0,,,,,,,,,984040.0,94132825.0,4.41,2079639532.0,
121,603051.SH,鹿山新材,20240416,,14:05:04,,,,跌停,固态电池、化工,-1184403.0,,,,,,,,,4737947.0,45760217.0,4.34,1036236735.0,
122,000908.SZ,景峰医药,20240416,,14:47:39,,,,跌停,ST板块、医美,-3191886.0,,,,,,,,,1429680.0,58259156.0,5.49,1037990279.0,
123,002316.SZ,亚联发展,20240416,,14:04:57,,,,跌停,ST板块、数字货币,-2625122.0,,,,,,,,,2580347.0,62767300.0,6.43,957445416.0,
124,002263.SZ,大东南,20240416,,14:04:45,,,,跌停,隔膜、储能,-8986643.0,,,,,,,,,2283552.0,66519087.0,2.2,2925178380.0,
125,002725.SZ,跃岭股份,20240416,,14:04:42,,,,跌停,光芯片、汽车零部件,-8220111.0,,,,,,,,,10287973.0,90442278.0,7.69,1153086306.0,
126,002708.SZ,光洋股份,20240416,,14:04:39,,,,跌停,飞行汽车、减速器,-22614002.0,,,,,,,,,9372240.0,208550506.0,10.82,1865604741.0,
127,002761.SZ,浙江建投,20240416,,14:04:30,,,,跌停,城中村改造、建筑节能,-24708315.0,,,,,,,,,15426490.0,434226636.0,8.42,5011133089.0,
128,603110.SH,东方材料,20240416,,14:04:16,,,,跌停,算力租赁、石墨化,-3700472.0,,,,,,,,,9170267.0,113897000.0,6.6,1691520253.0,
129,001319.SZ,铭科精技,20240416,,14:04:12,,,,跌停,汽车零部件、汽车类,-9205015.0,,,,,,,,,7560935.0,85900286.0,12.11,699289203.0,
130,601798.SH,蓝科高新,20240416,,14:04:06,,,,跌停,专用设备、氢能源,-8900294.0,,,,,,,,,5584428.0,91770078.0,10.88,829478212.0,
131,600726.SH,华电能源,20240416,,14:04:05,,,,跌停,电力、智能电网,-20523458.0,,,,,,,,,2681753.0,159445592.0,7.16,2125287142.0,
132,600892.SH,大晟文化,20240416,,14:03:40,,,,跌停,游戏、文化传媒,-6531186.0,,,,,,,,,2895100.0,64879007.0,4.57,1400409012.0,
133,002355.SZ,兴民智通,20240416,,14:03:30,,,,跌停,无人驾驶、股权转让,-8585300.0,,,,,,,,,10118232.0,111753613.0,5.86,1866656452.0,
134,002811.SZ,郑中设计,20240416,,10:14:42,,,,跌停,装修家具、基础建设,-1175503.0,,,,,,,,,694232.0,29398454.0,5.51,525284174.0,
135,002512.SZ,达华智能,20240416,,14:03:06,,,,跌停,鸿蒙概念、智能驾驶,-20999918.0,,,,,,,,,5697663.0,156942737.0,5.55,2758151645.0,
136,600561.SH,江西长运,20240416,,10:14:17,,,,跌停,国有企业、网约车,58581.0,,,,,,,,,2902887.0,32764774.0,4.89,662570923.0,
137,600770.SH,综艺股份,20240416,,14:02:34,,,,跌停,创投、芯片,-5462547.0,,,,,,,,,9813518.0,77542988.0,3.63,2076361716.0,
138,603616.SH,韩建河山,20240416,,10:14:16,,,,跌停,水利、环保,-3109097.0,,,,,,,,,4537928.0,34572300.0,4.4,776329160.0,
139,000595.SZ,宝塔实业,20240416,,14:02:24,,,,跌停,军工、光伏支架,-8145998.0,,,,,,,,,4341688.0,84732770.0,5.33,1555276306.0,
140,002631.SZ,德尔未来,20240416,,10:13:21,,,,跌停,折叠屏、装修家具,-215888.0,,,,,,,,,2066056.0,37229920.0,3.85,954975001.0,
141,605259.SH,绿田机械,20240416,,14:02:16,,,,跌停,农机、农业,-522820.0,,,,,,,,,555027.0,55912327.0,5.75,952794753.0,
142,002177.SZ,御银股份,20240416,,10:12:42,,,,跌停,数字货币、创投,-13829212.0,,,,,,,,,3391762.0,95543756.0,4.87,1927245333.0,
143,002561.SZ,徐家汇,20240416,,14:02:12,,,,跌停,零售、食品饮料,7788343.0,,,,,,,,,1033818.0,252288218.0,11.87,2077983772.0,
144,000546.SZ,金圆股份,20240416,,10:11:39,,,,跌停,锂矿、金属铟,1114758.0,,,,,,,,,9169482.0,144778046.0,6.41,2235328200.0,
145,605228.SH,神通科技,20240416,,14:02:11,,,,跌停,中报增长、无人驾驶,1756710.0,,,,,,,,,511433.0,62154185.0,1.69,3627699301.0,
146,600986.SH,浙文互联,20240416,,10:11:37,,,,跌停,人工智能、网红经济,-53225707.0,,,,,,,,,34558900.0,490999342.0,8.9,5388624936.0,
147,001339.SZ,智微智能,20240416,,14:01:48,,,,跌停,鸿蒙概念、新型工业化,-6895097.0,,,,,,,,,19857584.0,295587612.0,15.84,1817308009.0,
148,000419.SZ,通程控股,20240416,,10:11:36,,,,跌停,零售、预制菜,-15542857.0,,,,,,,,,7792249.0,99373602.0,7.16,1341619399.0,
149,603399.SH,吉翔股份,20240416,,14:01:37,,,,跌停,锂矿、文化传媒,-5393492.0,,,,,,,,,5088108.0,112184662.0,6.09,1810385051.0,
150,603969.SH,银龙股份,20240416,,10:10:28,,,,跌停,基础建设、水利,-11722906.0,,,,,,,,,6325224.0,150548866.0,5.22,2820224548.0,
151,002059.SZ,云南旅游,20240416,,09:46:09,,,,跌停,旅游、AIGC,-36033650.0,,,,,,,,,34719404.0,247785637.0,10.24,2355812245.0,
152,002523.SZ,天桥起重,20240416,,10:10:06,,,,跌停,AGV机器人、机器人概念,-28907893.0,,,,,,,,,13398577.0,203574809.0,6.74,2939551202.0,
153,603655.SH,朗博科技,20240416,,09:45:55,,,,跌停,汽车零部件、化工,-2176821.0,,,,,,,,,2356422.0,24035369.0,5.4,440412128.0,
154,600620.SH,天宸股份,20240416,,10:10:01,,,,跌停,中报增长、异质结电池,-8463361.0,,,,,,,,,4675098.0,46368806.0,2.94,1536362844.0,
155,603286.SH,日盈电子,20240416,,09:45:47,,,,跌停,无人驾驶、新型工业化,-6403150.0,,,,,,,,,16133337.0,82913788.0,10.78,752662732.0,
156,000626.SZ,远大控股,20240416,,10:09:45,,,,跌停,农业、化工,1473157.0,,,,,,,,,2449920.0,32165068.0,3.15,1007622014.0,
157,002248.SZ,华东数控,20240416,,09:45:12,,,,跌停,工业母机、基础建设,-10168489.0,,,,,,,,,27152436.0,71488604.0,4.61,1536748454.0,
158,603528.SH,多伦科技,20240416,,14:34:16,,,,跌停,无人驾驶、智能驾驶,-4526647.0,,,,,,,,,6173351.0,119343699.0,6.9,1693163275.0,
159,002529.SZ,海源复材,20240416,,10:09:21,,,,跌停,异质结电池、汽车类,-3318935.0,,,,,,,,,4136280.0,44273659.0,3.41,1276980119.0,
160,603196.SH,日播时尚,20240416,,09:44:58,,,,跌停,电子商务、锂电池,-3516500.0,,,,,,,,,2664518.0,36385895.0,5.88,610751348.0,
161,600727.SH,鲁北化工,20240416,,14:34:09,,,,跌停,中报增长、磷化工,778597.0,,,,,,,,,1809710.0,81949039.0,4.47,1790584453.0,
162,000573.SZ,粤宏远Ａ,20240416,,10:09:15,,,,跌停,超跌、房地产,-4039887.0,,,,,,,,,2149680.0,53353945.0,4.43,1183974061.0,
163,600715.SH,文投控股,20240416,,09:44:54,,,,跌停,ST板块、实控人变更,-23059519.0,,,,,,,,,11215704.0,235424567.0,9.18,2523360953.0,
164,002109.SZ,兴化股份,20240416,,14:33:51,,,,跌停,化工、农业,1144933.0,,,,,,,,,788557.0,34378995.0,3.03,1107833210.0,
165,600984.SH,建设机械,20240416,,10:08:17,,,,跌停,西部大开发、工程机械,-230222005.0,,,,,,,,,21824748.0,836163599.0,25.47,3019281157.0,
166,000759.SZ,中百集团,20240416,,09:44:54,,,,跌停,免税、预制菜,-8786981.0,,,,,,,,,5247869.0,70013068.0,6.09,1138480051.0,
167,000790.SZ,华神科技,20240416,,14:33:33,,,,跌停,合成生物、中药,-4219164.0,,,,,,,,,2054654.0,57809882.0,3.26,1729893482.0,
168,600321.SH,正源股份,20240416,,10:03:23,,,,跌停,装修家具、四川省,-3276904.0,,,,,,,,,4702944.0,23795170.0,2.99,787925598.0,
169,600193.SH,创兴资源,20240416,,09:44:48,,,,跌停,装修家具、地产链,-236488.0,,,,,,,,,3058109.0,25453570.0,2.64,960279309.0,
170,002037.SZ,保利联合,20240416,,14:33:09,,,,跌停,民用爆破、基础建设,-3663773.0,,,,,,,,,2246074.0,75968513.0,5.23,1418237274.0,
171,603015.SH,弘讯科技,20240416,,10:01:30,,,,跌停,股权转让、风电,-14869141.0,,,,,,,,,11725654.0,52576681.0,4.36,1184668209.0,
