,ts_code,name,trade_date,lu_time,ld_time,open_time,last_time,lu_desc,tag,theme,net_change,bid_amount,status,bid_change,bid_turnover,lu_bid_vol,pct_chg,bid_pct_chg,rt_pct_chg,limit_order,amount,turnover_rate,free_float,lu_limit_order
1198,000526.SZ,学大教育,20210728,,09:25:03,,,,跌停,教育、人工智能,-30430406.0,,,,,,,,,7446390.0,200045766.0,19.35,1029522995.0,
1199,000683.SZ,远兴能源,20210728,,09:42:24,,,,跌停,化工、甲醇,-32206862.0,,,,,,,,,14643739.0,1649634514.0,9.93,16288631521.0,
1200,600260.SH,凯乐科技,20210728,,09:25:02,,,,跌停,ST板块,-19084371.0,,,,,,,,,402773312.0,30022405.0,0.62,4835421726.0,
1201,600391.SH,航发科技,20210728,,09:42:02,,,,跌停,大飞机、通用航空,-67342194.0,,,,,,,,,987113.0,419712254.0,9.64,4263871276.0,
1202,001209.SZ,洪兴股份,20210728,,09:25:00,,,,跌停,服装家纺、数字经济,11210601.0,,,,,,,,,141646128.0,30867534.0,3.43,900472410.0,
1203,600171.SH,上海贝岭,20210728,,09:39:38,,,,跌停,存储、芯片,-519255904.0,,,,,,,,,7881281.0,2678459024.0,14.76,17660097267.0,
1204,603978.SH,深圳新星,20210728,,09:36:27,,,,跌停,氟化工、有色金属,-23235628.0,,,,,,,,,3134613.0,78489887.0,5.8,1342201267.0,
1205,605056.SH,咸亨国际,20210728,,09:32:08,,,,跌停,低空经济、碳中和,-36506360.0,,,,,,,,,99518936.0,85328100.0,8.65,970642600.0,
1206,600331.SH,宏达股份,20210728,,09:31:44,,,,跌停,磷化工、数字经济,-93862928.0,,,,,,,,,15359534.0,815014622.0,18.48,4247638911.0,
1207,000655.SZ,金岭矿业,20210728,,09:31:27,,,,跌停,有色金属、金属钴,-20692005.0,,,,,,,,,18790300.0,344939990.0,13.48,2533197385.0,
1208,601921.SH,浙版传媒,20210728,,09:25:04,,,,跌停,文化传媒、国资云,9514389.0,,,,,,,,,190272592.0,202653605.0,6.9,2931111121.0,
1209,002326.SZ,永太科技,20210727,,14:32:12,,,,跌停,氟化工、电解液,-260357358.0,,,,,,,,,36576560.0,1696425689.0,12.12,13120965619.0,
1210,603379.SH,三美股份,20210727,,14:31:17,,,,跌停,氟化工、锂电池,-30975282.0,,,,,,,,,11798304.0,450427752.0,9.99,4193280207.0,
1211,000718.SZ,苏宁环球,20210727,,14:30:12,,,,跌停,地产链、房地产,-106613340.0,,,,,,,,,14949186.0,774637981.0,12.45,6071826170.0,
1212,000155.SZ,川能动力,20210727,,14:29:15,,,,跌停,锂矿、锂电池,-506343003.0,,,,,,,,,29755760.0,3336068384.0,19.98,15534858833.0,
1213,600392.SH,盛和资源,20210727,,14:28:45,,,,跌停,稀土永磁、有色金属,-916133488.0,,,,,,,,,38408764.0,5249552177.0,17.98,27140934689.0,
1214,600348.SH,华阳股份,20210727,,14:26:36,,,,跌停,化工、钠电池,-227239819.0,,,,,,,,,28630946.0,2003263252.0,19.15,9849659606.0,
1215,002539.SZ,云图控股,20210727,,14:23:24,,,,跌停,磷化工、股权转让,-28541329.0,,,,,,,,,9429750.0,318684089.0,5.64,5393022290.0,
1216,002738.SZ,中矿资源,20210727,,14:22:45,,,,跌停,锂电池、汽车类,-117886640.0,,,,,,,,,53824988.0,1306185321.0,10.51,11831580553.0,
1217,600773.SH,西藏城投,20210727,,14:22:21,,,,跌停,盐湖提锂、国有企业,-328594649.0,,,,,,,,,49662668.0,2161687520.0,22.44,9040635812.0,
1218,603001.SH,奥康国际,20210727,,14:22:19,,,,跌停,电子商务、ST摘帽,-14048606.0,,,,,,,,,2582140.0,78279759.0,4.57,1650027583.0,
1219,600216.SH,浙江医药,20210727,,14:18:42,,,,跌停,维生素、三季报增长,-140638688.0,,,,,,,,,36265536.0,1682315719.0,15.58,10473018019.0,
1220,000762.SZ,西藏矿业,20210727,,14:14:03,,,,跌停,锂矿、盐湖提锂,-388483770.0,,,,,,,,,195111648.0,3431127016.0,17.5,18349138322.0,
1221,300350.SZ,华鹏飞,20210727,,14:10:48,,,,跌停,智能物流、深圳,-197895376.0,,,,,,,,,9789173.0,758069397.0,23.17,3019903858.0,
1222,002598.SZ,山东章鼓,20210727,,14:08:00,,,,跌停,固态电池、储能,-52536038.0,,,,,,,,,20707556.0,420558788.0,24.99,1627001471.0,
1223,601636.SH,旗滨集团,20210727,,14:07:26,,,,跌停,光伏玻璃、玻璃,-433018415.0,,,,,,,,,41142600.0,2237577848.0,7.05,30039930462.0,
1224,600338.SH,西藏珠峰,20210727,,13:48:06,,,,跌停,有色金属、盐湖提锂,-245857126.0,,,,,,,,,136718192.0,1918981666.0,15.37,11985116117.0,
1225,002759.SZ,天际股份,20210727,,13:41:51,,,,跌停,电解液、汽车类,-396771089.0,,,,,,,,,81056536.0,1447542348.0,17.63,9343932078.0,
1226,600328.SH,中盐化工,20210727,,13:28:22,,,,跌停,化工、国有企业,-181365500.0,,,,,,,,,46773760.0,1259594412.0,17.34,6929836564.0,
1227,000902.SZ,新洋丰,20210727,,13:28:03,,,,跌停,磷化工、零售,-164867627.0,,,,,,,,,5706934.0,980698408.0,8.47,11126399929.0,
1228,600771.SH,广誉远,20210727,,13:00:06,,,,跌停,白酒、股权转让,-486427816.0,,,,,,,,,129594136.0,2255261232.0,12.88,16981928965.0,
1229,000683.SZ,远兴能源,20210727,,11:14:39,,,,跌停,化工、并购重组,-359664480.0,,,,,,,,,91067920.0,1878784189.0,9.99,18106348372.0,
1230,603197.SH,保隆科技,20210727,,11:14:05,,,,跌停,无人驾驶、传感器,-48083336.0,,,,,,,,,3943867.0,323782863.0,8.52,3697231505.0,
1231,603067.SH,振华股份,20210727,,10:49:27,,,,跌停,化工、钒电池,-75998043.0,,,,,,,,,32380138.0,380142287.0,16.18,2259525945.0,
1232,002651.SZ,利君股份,20210727,,10:35:09,,,,跌停,商业航天、无人机,-37564515.0,,,,,,,,,4352315.0,535292089.0,14.84,3519258384.0,
1233,600753.SH,东方银星,20210727,,10:34:10,,,,跌停,滤波器、芯片,-205280425.0,,,,,,,,,8959306.0,557926975.0,11.09,4892989129.0,
1234,601921.SH,浙版传媒,20210727,,10:19:26,,,,跌停,文化传媒、脑机接口,-20639915.0,,,,,,,,,138792800.0,1034789247.0,30.83,3255555567.0,
1235,001209.SZ,洪兴股份,20210727,,09:32:42,,,,跌停,服装家纺、数字经济,2933214.0,,,,,,,,,132751992.0,145129709.0,14.14,1000524900.0,
1236,002319.SZ,乐通股份,20210727,,09:31:00,,,,跌停,光伏、柔性屏,-6416494.0,,,,,,,,,22692.0,83102998.0,4.33,1864800000.0,
1237,600260.SH,凯乐科技,20210727,,09:25:17,,,,跌停,ST板块,-8115478.0,,,,,,,,,583868800.0,21650300.0,0.4,5374592643.0,
1238,600779.SH,水井坊,20210727,,09:25:02,,,,跌停,白酒、中报增长,-110697112.0,,,,,,,,,362424640.0,510183758.0,3.11,16398175607.0,
1239,000526.SZ,学大教育,20210727,,09:25:00,,,,跌停,教育、人工智能,-2909193.0,,,,,,,,,136427328.0,11093880.0,0.97,1144108323.0,
1240,002045.SZ,国光电器,20210727,,15:00:03,,,,跌停,智能音箱、无线耳机,-55916254.0,,,,,,,,,198909.0,337189123.0,7.24,4380680731.0,
1241,600732.SH,爱旭股份,20210727,,14:55:25,,,,跌停,BC电池、TOPCon,-53597059.0,,,,,,,,,5140496.0,749959882.0,9.33,7670682435.0,
1242,000928.SZ,中钢国际,20210727,,14:55:21,,,,跌停,中字头、碳中和,-90323039.0,,,,,,,,,3613932.0,530109332.0,8.7,5760798601.0,
1243,002129.SZ,中环股份,20210727,,14:54:18,,,,跌停,硅片、光伏组件,-239974166.0,,,,,,,,,30233400.0,5826059859.0,5.72,93933150638.0,
1244,002109.SZ,兴化股份,20210727,,14:54:03,,,,跌停,农业、化工,-56046747.0,,,,,,,,,927558.0,415749799.0,20.91,1870074137.0,
1245,600379.SH,宝光股份,20210727,,14:51:40,,,,跌停,一季报增长、股权转让,-18205681.0,,,,,,,,,233736.0,189491330.0,10.76,1683834313.0,
1246,002274.SZ,华昌化工,20210727,,14:49:36,,,,跌停,化工、尿素,-158985238.0,,,,,,,,,12382567.0,911646640.0,14.95,5764957135.0,
1247,601618.SH,中国中冶,20210727,,14:49:26,,,,跌停,基础建设、金属镍,-456439001.0,,,,,,,,,9043050.0,3213820502.0,13.08,23226269680.0,
1248,603171.SH,税友股份,20210727,,14:46:40,,,,跌停,财税数字化、数字经济,-34497212.0,,,,,,,,,9413270.0,458973776.0,26.57,1672713900.0,
1249,002580.SZ,圣阳股份,20210727,,14:40:39,,,,跌停,钠电池、储能,-149929336.0,,,,,,,,,2989947.0,839135373.0,24.82,3195463850.0,
1250,002533.SZ,金杯电工,20210727,,14:39:57,,,,跌停,年报增长、风电零部件,-52424158.0,,,,,,,,,4379616.0,390293999.0,12.69,2958643726.0,
1251,603098.SH,森特股份,20210727,,14:39:03,,,,跌停,分布式光伏、环保,-162916680.0,,,,,,,,,24409734.0,817077888.0,9.9,7893607853.0,
1252,601865.SH,福莱特,20210727,,14:37:55,,,,跌停,光伏玻璃、并购重组,-88895382.0,,,,,,,,,40632928.0,1361576862.0,6.03,21499982264.0,
1253,002407.SZ,多氟多,20210727,,14:37:45,,,,跌停,电解液、芯片,-744216372.0,,,,,,,,,79924544.0,5315110375.0,18.64,26970373913.0,
1254,000012.SZ,南玻Ａ,20210727,,14:37:15,,,,跌停,玻璃、特斯拉概念,-245123330.0,,,,,,,,,1727035.0,1073130196.0,6.94,14725882968.0,
1255,603938.SH,三孚股份,20210727,,14:37:13,,,,跌停,电子气体、有机硅,-89921897.0,,,,,,,,,10518574.0,475656782.0,10.02,4546317077.0,
1256,002457.SZ,青龙管业,20210727,,14:36:33,,,,跌停,城中村改造、水利,-57396793.0,,,,,,,,,8445404.0,518490155.0,20.84,2403904731.0,
1257,002623.SZ,亚玛顿,20210727,,14:35:33,,,,跌停,光伏玻璃、光储充一体化,-103591699.0,,,,,,,,,9247559.0,717148306.0,8.4,8032936283.0,
1258,600499.SH,科达制造,20210727,,14:35:00,,,,跌停,锂矿、锂电池,-261104403.0,,,,,,,,,32533726.0,2179718324.0,11.74,17113590400.0,
1259,002906.SZ,华阳集团,20210727,,14:35:00,,,,跌停,华为汽车、智能座舱,-47990354.0,,,,,,,,,4856587.0,503260480.0,12.85,3731549127.0,
1260,600596.SH,新安股份,20210727,,14:34:29,,,,跌停,化工、农业,-268487272.0,,,,,,,,,15756004.0,1602789052.0,12.08,12489062084.0,
1261,603906.SH,龙蟠科技,20210727,,14:33:58,,,,跌停,固态电池、磷酸铁锂,-79436304.0,,,,,,,,,2521616.0,472951376.0,3.35,13278410266.0,
1262,002518.SZ,科士达,20210727,,14:33:15,,,,跌停,逆变器、PCS设备,-87148376.0,,,,,,,,,24787400.0,836690697.0,15.71,5026725182.0,
1263,002091.SZ,江苏国泰,20210727,,14:32:57,,,,跌停,电解液、锂电池,-314850914.0,,,,,,,,,30547988.0,1327094244.0,11.32,11277735634.0,
1264,600818.SH,中路股份,20210726,,14:33:54,,,,跌停,超跌、两轮车,-8617659.0,,,,,,,,,311438.0,55873750.0,5.73,936604499.0,
1265,002555.SZ,三七互娱,20210726,,13:50:06,,,,跌停,游戏、云游戏,-204870561.0,,,,,,,,,18106648.0,1199185273.0,4.62,25261710379.0,
1266,002620.SZ,瑞和股份,20210726,,13:31:57,,,,跌停,超跌、基础建设,-22242701.0,,,,,,,,,4704151.0,295808269.0,14.9,1925202438.0,
1267,600230.SH,沧州大化,20210726,,13:26:50,,,,跌停,化工、农业,-186173228.0,,,,,,,,,1100280.0,852869337.0,21.47,3839327932.0,
1268,000799.SZ,酒鬼酒,20210726,,13:01:00,,,,跌停,白酒、酿酒,-753396551.0,,,,,,,,,922338.0,2530678175.0,5.05,48272665169.0,
1269,000516.SZ,国际医学,20210726,,11:28:00,,,,跌停,多胎概念、医药,-280887484.0,,,,,,,,,11157101.0,1190820073.0,5.97,19319881862.0,
1270,601567.SH,三星医疗,20210726,,11:16:00,,,,跌停,电气设备、医美,-88504527.0,,,,,,,,,6760512.0,436732656.0,4.04,10480183852.0,
1271,000532.SZ,华金资本,20210726,,11:10:48,,,,跌停,参股券商、锂电池,-71004658.0,,,,,,,,,3875046.0,397094715.0,14.23,2700744182.0,
1272,600132.SH,重庆啤酒,20210726,,11:10:21,,,,跌停,啤酒、电子商务,-150289521.0,,,,,,,,,29092660.0,778578002.0,2.85,26467892794.0,
1273,600238.SH,海南椰岛,20210726,,10:56:47,,,,跌停,白酒、酿酒,-266664740.0,,,,,,,,,10993825.0,1084834898.0,16.69,6357665349.0,
1274,002612.SZ,朗姿股份,20210726,,10:49:36,,,,跌停,医美、新零售,-201259557.0,,,,,,,,,15031038.0,797794718.0,9.89,7815608356.0,
1275,002607.SZ,中公教育,20210726,,10:22:48,,,,跌停,超跌、职业教育,-43223541.0,,,,,,,,,30661732.0,530601544.0,2.94,17832894471.0,
1276,300492.SZ,华图山鼎,20210726,,10:22:00,,,,跌停,装修家具、地产链,-43777731.0,,,,,,,,,9787797.0,140820444.0,7.79,1732933756.0,
1277,603239.SH,浙江仙通,20210726,,10:00:03,,,,跌停,中报增长、业绩增长,-27076916.0,,,,,,,,,564984.0,118663137.0,7.84,1447669190.0,
1278,600545.SH,卓郎智能,20210726,,09:57:05,,,,跌停,专用设备、超跌,-16271149.0,,,,,,,,,5483646.0,84299977.0,3.5,2395512349.0,
1279,600763.SH,通策医疗,20210726,,09:40:17,,,,跌停,医疗器械、医药,-352299947.0,,,,,,,,,254458176.0,1068134490.0,1.49,70581331698.0,
1280,600699.SH,均胜电子,20210726,,09:39:53,,,,跌停,智能座舱、特斯拉概念,-364131018.0,,,,,,,,,14596201.0,2137068028.0,10.88,19479085367.0,
1281,603803.SH,瑞斯康达,20210726,,09:39:17,,,,跌停,光模块、CPO/MPO,-15027807.0,,,,,,,,,11482855.0,79162696.0,4.44,1761120413.0,
1282,000718.SZ,苏宁环球,20210726,,09:36:00,,,,跌停,地产链、房地产,-128604454.0,,,,,,,,,183688480.0,304896425.0,4.46,6751234455.0,
1283,600521.SH,华海药业,20210726,,09:30:56,,,,跌停,降压药、医药,-115203903.0,,,,,,,,,48637108.0,894074720.0,5.41,16490309378.0,
1284,600260.SH,凯乐科技,20210726,,09:25:19,,,,跌停,ST板块,-17978376.0,,,,,,,,,599779328.0,32322286.0,0.54,5973671441.0,
1285,600981.SH,汇鸿集团,20210726,,09:25:04,,,,跌停,跨境电商、预制菜,110131.0,,,,,,,,,1126780.0,71055259.0,3.65,1934872940.0,
1286,600779.SH,水井坊,20210726,,09:25:04,,,,跌停,白酒、社区团购,-198058669.0,,,,,,,,,737383040.0,337250226.0,1.85,18220508558.0,
1287,600661.SH,昂立教育,20210726,,09:25:04,,,,跌停,教育、职业教育,-1654100.0,,,,,,,,,42705476.0,4017294.0,0.28,1417892048.0,
1288,300010.SZ,豆神教育,20210726,,09:25:03,,,,跌停,教育、ST摘帽,-20338020.0,,,,,,,,,191623760.0,61413996.0,2.3,2668104570.0,
1289,603629.SH,利通电子,20210726,,09:25:01,,,,跌停,算力租赁、东数西算,-506329.0,,,,,,,,,48998888.0,30788343.0,4.9,627900000.0,
1290,600732.SH,爱旭股份,20210726,,09:25:00,,,,跌停,BC电池、TOPCon,-8288912.0,,,,,,,,,149591072.0,223327436.0,2.61,8525881923.0,
1291,002638.SZ,勤上股份,20210726,,09:25:00,,,,跌停,通感一体化、杭州亚运会,-6539209.0,,,,,,,,,59157540.0,20635620.0,1.36,1511905374.0,
1292,000526.SZ,学大教育,20210726,,09:25:00,,,,跌停,教育、职业教育,-2828676.0,,,,,,,,,157034768.0,5666112.0,0.45,1271489982.0,
1293,601126.SH,四方股份,20210723,,13:34:45,,,,跌停,光伏、氢能源,-72961705.0,,,,,,,,,2837845.0,396943240.0,10.74,3551791852.0,
1294,603595.SH,东尼电子,20210723,,13:31:41,,,,跌停,铜箔、碳化硅,-73205937.0,,,,,,,,,8240254.0,240745182.0,11.06,2084329122.0,
1295,600151.SH,航天机电,20210723,,10:49:32,,,,跌停,军工、光伏组件,-170499551.0,,,,,,,,,7584768.0,939950373.0,8.52,10805095880.0,
1296,605300.SH,佳禾食品,20210723,,10:20:22,,,,跌停,食品饮料、预制菜,-44340618.0,,,,,,,,,2773182.0,224821112.0,20.33,1085071200.0,
1297,600326.SH,西藏天路,20210723,,09:58:01,,,,跌停,水利、地产链,-230009656.0,,,,,,,,,5013054.0,621283454.0,12.0,5109039807.0,
1298,603486.SH,科沃斯,20210723,,09:46:41,,,,跌停,家电、机器人概念,-73490122.0,,,,,,,,,4546019.0,1057694016.0,1.0,104567194679.0,
1299,002827.SZ,高争民爆,20210723,,09:39:33,,,,跌停,民用爆破、芯片,-57516833.0,,,,,,,,,20508544.0,103692409.0,7.99,1276798521.0,
1300,002140.SZ,东华科技,20210723,,09:33:27,,,,跌停,氢能源、锂电池,-82261586.0,,,,,,,,,33034760.0,753319569.0,29.15,2539049494.0,
1301,002417.SZ,深南股份,20210723,,09:32:39,,,,跌停,互联网金融、物联网,-14722415.0,,,,,,,,,41093024.0,59188513.0,4.93,1188380759.0,
1302,600522.SH,中天科技,20210723,,09:25:01,,,,跌停,通信、锂电池,-127663499.0,,,,,,,,,822332480.0,282170686.0,1.61,17561687719.0,
1303,600230.SH,沧州大化,20210722,,14:10:42,,,,跌停,化工、农业,-252214230.0,,,,,,,,,19726138.0,1308768325.0,30.42,4169998373.0,
1304,002201.SZ,九鼎新材,20210722,,13:59:12,,,,跌停,非金属材料、芯片,-243493472.0,,,,,,,,,40378220.0,1036172130.0,20.86,4800489414.0,
1305,600381.SH,青海春天,20210722,,10:52:49,,,,跌停,ST板块、白酒,-70795703.0,,,,,,,,,35947004.0,587378519.0,20.29,2816540530.0,
1306,600771.SH,广誉远,20210722,,09:58:32,,,,跌停,年报增长、白酒,-737784611.0,,,,,,,,,180248640.0,2594163012.0,13.43,18911693620.0,
1307,600699.SH,均胜电子,20210722,,09:46:35,,,,跌停,智能座舱、特斯拉概念,-325080847.0,,,,,,,,,27135550.0,2635344216.0,13.06,19843773168.0,
1308,300362.SZ,天翔退,20210722,,09:25:03,,,,跌停,环保、固废处理,0.0,,,,,,,,,31627400.0,81313.0,0.05,150010214.0,
1309,600522.SH,中天科技,20210722,,09:25:02,,,,跌停,通信、锂电池,-112956406.0,,,,,,,,,1419653888.0,143096004.0,0.73,19517711049.0,
1310,600055.SH,万东医疗,20210721,,14:35:10,,,,跌停,医疗器械、超跌,-105405909.0,,,,,,,,,13222972.0,1443326230.0,17.11,7883644028.0,
1311,603306.SH,华懋科技,20210721,,09:48:46,,,,跌停,汽车零部件、光刻胶,-49890985.0,,,,,,,,,27738420.0,596204181.0,7.69,7573665315.0,
1312,300362.SZ,天翔退,20210721,,09:25:03,,,,跌停,环保、固废处理,0.0,,,,,,,,,43755316.0,258856.0,0.14,186897972.0,
1313,605028.SH,世茂能源,20210720,,14:43:00,,,,跌停,电力、垃圾发电,107853624.0,,,,,,,,,12317715.0,755543870.0,60.28,1184000000.0,
1314,603518.SH,锦泓集团,20210720,,09:31:14,,,,跌停,服装家纺、抖音小店,-93298004.0,,,,,,,,,10923114.0,623170677.0,27.6,2242035571.0,
1315,300362.SZ,天翔退,20210720,,09:25:03,,,,跌停,环保、固废处理,0.0,,,,,,,,,59667616.0,237405.0,0.1,233622465.0,
1316,605011.SH,杭州热电,20210720,,09:25:01,,,,跌停,电力、热力,-16047116.0,,,,,,,,,217853408.0,45636624.0,5.04,904656000.0,
1317,605162.SH,新中港,20210720,,09:25:00,,,,跌停,电力、浙江,-28713506.0,,,,,,,,,232531408.0,45447120.0,3.71,1225380060.0,
1318,002617.SZ,露笑科技,20210719,,14:45:30,,,,跌停,碳化硅、芯片,-367579267.0,,,,,,,,,34067540.0,2127381232.0,15.76,12826593882.0,
1319,002895.SZ,川恒股份,20210719,,14:42:09,,,,跌停,磷化工、锂电池,-79991491.0,,,,,,,,,13432367.0,412130507.0,17.45,2252876043.0,
1320,603069.SH,海汽集团,20210719,,13:30:29,,,,跌停,并购重组、客运,-85284837.0,,,,,,,,,987694.0,376472265.0,14.95,2472574424.0,
1321,600328.SH,中盐化工,20210719,,11:28:08,,,,跌停,化工、烧碱,-301740056.0,,,,,,,,,33337790.0,1767955503.0,23.46,7124751178.0,
1322,600884.SH,杉杉股份,20210719,,10:56:53,,,,跌停,负极、零售,-404536390.0,,,,,,,,,64091024.0,3075613737.0,10.05,29487629933.0,
1323,601969.SH,海南矿业,20210719,,09:44:14,,,,跌停,铁矿石、有色金属,-133634396.0,,,,,,,,,47606280.0,779942048.0,20.44,3739154151.0,
1324,300705.SZ,九典制药,20210719,,09:38:06,,,,跌停,医药、霍乱概念,-48668514.0,,,,,,,,,26949296.0,386587678.0,10.42,3635069297.0,
1325,603518.SH,锦泓集团,20210719,,09:25:04,,,,跌停,服装家纺、抖音小店,-32575250.0,,,,,,,,,180360976.0,289306232.0,11.6,2491575021.0,
1326,605011.SH,杭州热电,20210719,,09:25:03,,,,跌停,电力、热力,-29823243.0,,,,,,,,,234158384.0,46625186.0,4.64,1005307000.0,
1327,300362.SZ,天翔退,20210719,,09:25:03,,,,跌停,环保、固废处理,1089682.0,,,,,,,,,83283728.0,2517921.0,0.86,292642878.0,
1328,002847.SZ,盐津铺子,20210719,,09:25:00,,,,跌停,年报增长、食品饮料,-16302668.0,,,,,,,,,193144928.0,23094576.0,0.85,2703259452.0,
1329,002812.SZ,恩捷股份,20210716,,14:32:42,,,,跌停,固态电池、隔膜,-384246344.0,,,,,,,,,148376992.0,2943760498.0,3.44,82500298929.0,
1330,603486.SH,科沃斯,20210716,,13:28:41,,,,跌停,家电、机器人概念,-65327581.0,,,,,,,,,27511270.0,846700470.0,0.66,123786316313.0,
1331,603518.SH,锦泓集团,20210716,,09:25:01,,,,跌停,服装家纺、抖音小店,-16541803.0,,,,,,,,,574135040.0,20485602.0,0.74,2767850841.0,
1332,002847.SZ,盐津铺子,20210716,,09:25:00,,,,跌停,年报增长、食品饮料,-17626702.0,,,,,,,,,302294656.0,21268260.0,0.71,3003707764.0,
1333,002647.SZ,仁东控股,20210716,,09:25:00,,,,跌停,跨境支付、超跌,-6978709.0,,,,,,,,,506378016.0,40547532.0,1.28,3164822620.0,
1334,002679.SZ,福建金森,20210715,,14:18:30,,,,跌停,碳汇林、碳中和,-22614770.0,,,,,,,,,12902401.0,446234297.0,32.44,1350301708.0,
1335,002211.SZ,宏达新材,20210715,,14:17:39,,,,跌停,超跌、化工,-7929675.0,,,,,,,,,520362.0,105128013.0,8.17,1268306675.0,
1336,002861.SZ,瀛通通讯,20210715,,13:40:45,,,,跌停,苹果概念、VR/AR/MR,-1468790.0,,,,,,,,,1455998.0,45365853.0,4.43,1009515096.0,
1337,002022.SZ,科华生物,20210715,,10:26:12,,,,跌停,医疗器械、新冠检测,-93682604.0,,,,,,,,,2593969.0,601189661.0,10.06,5913185178.0,
1338,600619.SH,海立股份,20210715,,10:25:46,,,,跌停,光刻机、汽车零部件,-24083288.0,,,,,,,,,2178848.0,203986315.0,9.11,2192513540.0,
1339,002446.SZ,盛路通信,20210715,,09:52:30,,,,跌停,5G、军工,-13344007.0,,,,,,,,,1405491.0,426391220.0,9.41,4502658636.0,
1340,000551.SZ,创元科技,20210715,,09:52:18,,,,跌停,机器人概念、病毒防治,-42945915.0,,,,,,,,,33521954.0,147873649.0,6.05,2384799878.0,
1341,002669.SZ,康达新材,20210715,,09:51:27,,,,跌停,电磁屏蔽、芯片,-23896007.0,,,,,,,,,13044723.0,147765461.0,6.8,2155917467.0,
1342,002796.SZ,世嘉科技,20210715,,09:49:27,,,,跌停,5G、储能,-4755844.0,,,,,,,,,5691126.0,86296235.0,5.81,1456785408.0,
1343,002912.SZ,中新赛克,20210715,,09:38:00,,,,跌停,算力、网络安全,-32904751.0,,,,,,,,,36101304.0,251655857.0,5.62,4451494134.0,
1344,002869.SZ,金溢科技,20210715,,09:36:33,,,,跌停,车路云、ETC,-11275775.0,,,,,,,,,37178592.0,98656908.0,4.85,2026770123.0,
1345,000059.SZ,华锦股份,20210715,,09:33:12,,,,跌停,TMA、尿素,-21062051.0,,,,,,,,,2625291.0,636399288.0,10.42,6073187397.0,
1346,002661.SZ,克明食品,20210715,,09:32:06,,,,跌停,一季报增长、预制菜,-45683633.0,,,,,,,,,89537576.0,89215856.0,3.31,2693077315.0,
1347,002607.SZ,中公教育,20210715,,09:31:30,,,,跌停,超跌、职业教育,-148901168.0,,,,,,,,,189835696.0,426537661.0,2.1,20270674992.0,
1348,603518.SH,锦泓集团,20210715,,09:25:03,,,,跌停,服装家纺、抖音小店,-28286895.0,,,,,,,,,651105920.0,38828370.0,1.26,3074682512.0,
1349,002847.SZ,盐津铺子,20210715,,09:25:00,,,,跌停,年报增长、食品饮料,-32912889.0,,,,,,,,,488587680.0,41547034.0,1.24,3337496146.0,
1350,002824.SZ,和胜股份,20210715,,09:25:00,,,,跌停,固态电池、比亚迪产业链,-43986300.0,,,,,,,,,142434048.0,67962232.0,2.35,2891480778.0,
1351,002647.SZ,仁东控股,20210715,,09:25:00,,,,跌停,跨境支付、超跌,-20373054.0,,,,,,,,,426598144.0,93137450.0,2.65,3517707772.0,
1352,002309.SZ,中利集团,20210715,,09:25:00,,,,跌停,ST板块、智能电网,-20439940.0,,,,,,,,,34438884.0,124434851.0,3.96,3133047607.0,
1353,603330.SH,上海天洋,20210714,,14:48:16,,,,跌停,化工、光伏胶膜,-30764556.0,,,,,,,,,1552831.0,144742730.0,7.47,1866196358.0,
1354,002326.SZ,永太科技,20210714,,14:33:15,,,,跌停,氟化工、电解液,-299284503.0,,,,,,,,,15007608.0,2229051587.0,15.09,14110316589.0,
1355,000049.SZ,德赛电池,20210714,,14:26:09,,,,跌停,苹果概念、储能,-251581570.0,,,,,,,,,8343380.0,1089550397.0,13.8,7764904633.0,
1356,603026.SH,石大胜华,20210714,,14:02:54,,,,跌停,固态电池、电解液,-544369879.0,,,,,,,,,723970752.0,4404470279.0,13.03,30835593084.0,
1357,002192.SZ,融捷股份,20210714,,10:37:21,,,,跌停,锂矿、锂电池,-139243144.0,,,,,,,,,48848640.0,2847437904.0,11.98,23144322326.0,
1358,600110.SH,诺德股份,20210714,,10:22:14,,,,跌停,铜箔、复合集流体,-149215641.0,,,,,,,,,2956127.0,2005120145.0,11.23,17499176797.0,
1359,002943.SZ,宇晶股份,20210714,,10:17:18,,,,跌停,消费电子、光伏设备,-89567763.0,,,,,,,,,21075466.0,330608711.0,30.04,1077138536.0,
1360,002875.SZ,安奈儿,20210714,,10:17:18,,,,跌停,超跌、服装家纺,-23891637.0,,,,,,,,,3040928.0,92366198.0,17.22,530461495.0,
1361,002335.SZ,科华数据,20210714,,09:59:00,,,,跌停,PCS设备、阿里巴巴概念,-178574075.0,,,,,,,,,45091572.0,799332937.0,16.05,4914962418.0,
1362,002978.SZ,安宁股份,20210714,,09:41:54,,,,跌停,铁矿石、化工,-112668037.0,,,,,,,,,379911.0,540640598.0,10.74,4959000000.0,
1363,002920.SZ,德赛西威,20210714,,09:30:21,,,,跌停,无人驾驶、智能座舱,-68293724.0,,,,,,,,,22527160.0,620020683.0,2.89,21414137048.0,
1364,002869.SZ,金溢科技,20210714,,09:25:00,,,,跌停,车路云、ETC,-13063712.0,,,,,,,,,70133856.0,111236170.0,4.93,2251715608.0,
1365,002022.SZ,科华生物,20210714,,09:25:00,,,,跌停,医疗器械、新冠检测,-124789406.0,,,,,,,,,69779576.0,421612416.0,6.41,6569741100.0,
