,ts_code,name,trade_date,lu_time,ld_time,open_time,last_time,lu_desc,tag,theme,net_change,bid_amount,status,bid_change,bid_turnover,lu_bid_vol,pct_chg,bid_pct_chg,rt_pct_chg,limit_order,amount,turnover_rate,free_float,lu_limit_order
63,603396.SH,金辰股份,20220104,,14:19:34,,,,跌停,光伏设备、TOPCon,-142980949.0,,,,,,,,,26800470.0,675005775.0,10.58,6185195393.0,
64,002746.SZ,仙坛股份,20220104,,13:29:57,,,,跌停,预制菜、年报增长,-82240090.0,,,,,,,,,40723336.0,871381314.0,18.61,4488747782.0,
65,601865.SH,福莱特,20220104,,11:05:15,,,,跌停,光伏玻璃、光伏,-111117000.0,,,,,,,,,53357064.0,1204826723.0,4.21,27821673196.0,
66,600217.SH,中再资环,20220104,,11:00:16,,,,跌停,固废处理、垃圾分类,-202820447.0,,,,,,,,,30693358.0,764267319.0,13.13,5621295075.0,
67,605117.SH,德业股份,20220104,,10:49:26,,,,跌停,逆变器、中报增长,-47268339.0,,,,,,,,,11211655.0,581317736.0,5.41,10513575470.0,
68,600378.SH,昊华科技,20220104,,10:46:27,,,,跌停,并购重组、军工,-5970492.0,,,,,,,,,1175598.0,245293398.0,2.76,8609425735.0,
69,600338.SH,西藏珠峰,20220104,,10:37:14,,,,跌停,有色金属、盐湖提锂,-296587922.0,,,,,,,,,11856721.0,2512198112.0,13.52,18085493920.0,
70,600563.SH,法拉电子,20220104,,10:12:21,,,,跌停,元器件、汽车类,17892733.0,,,,,,,,,22149416.0,559313544.0,2.03,27019273113.0,
71,002821.SZ,凯莱英,20220104,,09:56:12,,,,跌停,CRO、再融资,-314719653.0,,,,,,,,,26294706.0,1233661786.0,2.15,56696730062.0,
72,600927.SH,永安期货,20220104,,09:42:14,,,,跌停,期货概念、互联网金融,-64432032.0,,,,,,,,,294495104.0,1072544658.0,21.61,4915411126.0,
73,600444.SH,国机通用,20220104,,09:35:35,,,,跌停,工程机械、水利,-50207426.0,,,,,,,,,32256798.0,330628729.0,21.39,1520467971.0,
74,605033.SH,美邦股份,20220104,,09:32:23,,,,跌停,化工、陕西省,626389.0,,,,,,,,,10574355.0,345712237.0,42.15,812552000.0,
75,001296.SZ,长江材料,20220104,,09:30:00,,,,跌停,3D打印、汽车零部件,-43515743.0,,,,,,,,,243972528.0,117325577.0,10.7,1096342500.0,
76,603230.SH,内蒙新华,20220104,,09:25:05,,,,跌停,版权、年报增长,-28424862.0,,,,,,,,,519014432.0,71269392.0,3.46,2057509680.0,
77,600866.SH,星湖科技,20220104,,09:25:01,,,,跌停,合成生物、病毒防治,-76089906.0,,,,,,,,,8466738.0,692408016.0,22.29,3101197635.0,
78,002638.SZ,勤上股份,20220104,,09:25:00,,,,跌停,通感一体化、华为概念,-18965563.0,,,,,,,,,53180780.0,34721544.0,2.33,1489671472.0,
79,603917.SH,合力科技,20220104,,14:47:18,,,,跌停,一体化压铸、汽车零部件,-21995583.0,,,,,,,,,2076026.0,214575869.0,11.99,1712058102.0,
80,600927.SH,永安期货,20211231,,14:51:18,,,,跌停,期货概念、互联网金融,778157323.0,,,,,,,,,8962140.0,3668792125.0,64.56,5461244461.0,
81,002232.SZ,启明信息,20211231,,14:18:45,,,,跌停,车路云、EDR,-87230444.0,,,,,,,,,25361576.0,1249618314.0,30.44,4029506490.0,
82,000812.SZ,陕西金叶,20211231,,13:15:21,,,,跌停,电子烟、物业服务,-456611413.0,,,,,,,,,42284836.0,1738154757.0,31.59,5431801005.0,
83,003038.SZ,鑫铂股份,20211231,,13:11:18,,,,跌停,汽车零部件、有色金属,-65914630.0,,,,,,,,,1153932.0,354561485.0,17.04,1968341700.0,
84,002265.SZ,西仪股份,20211231,,09:59:12,,,,跌停,国企改革、并购重组,-375019428.0,,,,,,,,,8419692.0,1518535257.0,40.46,3598294191.0,
85,001317.SZ,三羊马,20211231,,09:35:12,,,,跌停,物流、重庆市,-6350131.0,,,,,,,,,301900832.0,311632876.0,17.93,1715657400.0,
86,600866.SH,星湖科技,20211231,,09:32:56,,,,跌停,合成生物、病毒防治,-70997767.0,,,,,,,,,263679504.0,249037420.0,7.02,3443322642.0,
87,001317.SZ,三羊马,20211230,,14:52:03,,,,跌停,物流、重庆市,-147016128.0,,,,,,,,,27865330.0,1315255218.0,65.28,1906352700.0,
88,600579.SH,克劳斯,20211230,,14:48:14,,,,跌停,工业母机、病毒防治,-20915244.0,,,,,,,,,5238681.0,153881380.0,9.35,1573030100.0,
89,002178.SZ,延华智能,20211230,,09:30:45,,,,跌停,机器人概念、超跌,-67048633.0,,,,,,,,,5334060.0,1000258365.0,37.78,2578642084.0,
90,600436.SH,片仔癀,20211229,,13:30:33,,,,跌停,医药、中药,-1109815787.0,,,,,,,,,152899216.0,3817804997.0,3.38,108906369411.0,
91,600371.SH,万向德农,20211229,,09:48:14,,,,跌停,农业、种植业,-83155224.0,,,,,,,,,21329314.0,469160925.0,22.6,2041553796.0,
92,600540.SH,新赛股份,20211229,,09:42:36,,,,跌停,新疆、棉花,-62731550.0,,,,,,,,,32281696.0,443686712.0,25.53,1710602350.0,
93,600021.SH,上海电力,20211229,,09:37:09,,,,跌停,绿色电力、举牌,-281594960.0,,,,,,,,,66191752.0,1142816007.0,10.84,10444848157.0,
94,002178.SZ,延华智能,20211229,,09:30:00,,,,跌停,机器人概念、超跌,-324048824.0,,,,,,,,,69615024.0,894031283.0,31.09,2863649893.0,
95,600421.SH,华嵘控股,20211229,,09:25:02,,,,跌停,超跌、地产链,-3033221.0,,,,,,,,,102081104.0,5324940.0,0.52,1028113431.0,
96,000665.SZ,湖北广电,20211228,,14:11:00,,,,跌停,算力、广电网,-50513292.0,,,,,,,,,47716408.0,1122695555.0,33.21,3253854685.0,
97,001267.SZ,汇绿生态,20211228,,14:00:51,,,,跌停,并购重组、基础建设,-70768914.0,,,,,,,,,42665312.0,611048756.0,26.92,2204193222.0,
98,002943.SZ,宇晶股份,20211228,,13:52:54,,,,跌停,消费电子、光伏设备,-28743779.0,,,,,,,,,11534922.0,731462503.0,19.42,3543440484.0,
99,000812.SZ,陕西金叶,20211228,,13:41:45,,,,跌停,电子烟、物业服务,-598741013.0,,,,,,,,,18674994.0,2241517759.0,37.07,5883485950.0,
100,002265.SZ,西仪股份,20211228,,13:23:45,,,,跌停,国企改革、并购重组,-170425764.0,,,,,,,,,96267160.0,1462928664.0,35.65,3885248563.0,
101,600192.SH,长城电工,20211228,,13:22:56,,,,跌停,电气设备、氢能源,-50068075.0,,,,,,,,,15260692.0,356860925.0,21.67,1622364049.0,
102,600976.SH,健民集团,20211228,,10:28:30,,,,跌停,中药、医药,-89217941.0,,,,,,,,,1070741.0,829371001.0,9.96,8166609936.0,
103,605289.SH,罗曼股份,20211228,,09:30:51,,,,跌停,VR/AR/MR、并购重组,-70317499.0,,,,,,,,,42020816.0,413999049.0,46.36,882619100.0,
104,002682.SZ,龙洲股份,20211228,,09:30:03,,,,跌停,低空经济、冷链物流,-101919387.0,,,,,,,,,297827360.0,156724345.0,5.39,2895090392.0,
105,603888.SH,新华网,20211227,,14:21:55,,,,跌停,文生视频、知识产权,-137621232.0,,,,,,,,,1037924.0,660426413.0,13.4,4745082313.0,
106,000533.SZ,顺钠股份,20211227,,14:14:45,,,,跌停,充电桩、超跌,-48087107.0,,,,,,,,,10329253.0,404603153.0,21.06,1874892040.0,
107,600463.SH,空港股份,20211227,,13:20:54,,,,跌停,房地产、物业服务,-19294363.0,,,,,,,,,3665412.0,151842049.0,19.09,769600740.0,
108,605289.SH,罗曼股份,20211227,,09:47:08,,,,跌停,VR/AR/MR、并购重组,-93362244.0,,,,,,,,,6678900.0,708845435.0,67.42,980567500.0,
109,000863.SZ,三湘印象,20211227,,09:38:36,,,,跌停,房地产、元宇宙,-35841011.0,,,,,,,,,19258448.0,300758288.0,13.59,2153323986.0,
110,600556.SH,天下秀,20211227,,09:33:39,,,,跌停,元宇宙、超跌,-229933506.0,,,,,,,,,148870656.0,557385638.0,8.89,6150966300.0,
111,600192.SH,长城电工,20211227,,09:31:44,,,,跌停,电气设备、氢能源,-137099100.0,,,,,,,,,2237918.0,591665775.0,32.42,1801122024.0,
112,001267.SZ,汇绿生态,20211227,,09:31:06,,,,跌停,并购重组、基础建设,-73069789.0,,,,,,,,,83819504.0,337695212.0,13.74,2447513253.0,
113,002059.SZ,云南旅游,20211227,,09:31:03,,,,跌停,旅游、REITs,-42089540.0,,,,,,,,,49898872.0,92529484.0,4.52,2010479509.0,
114,605318.SH,法狮龙,20211227,,09:25:04,,,,跌停,装修家具、地产链,-13193944.0,,,,,,,,,96881496.0,26078682.0,4.02,649457700.0,
115,605138.SH,盛泰集团,20211227,,09:25:03,,,,跌停,超跌、服装家纺,-9763707.0,,,,,,,,,116684368.0,47111397.0,6.19,760616400.0,
116,603071.SH,物产环能,20211227,,09:25:00,,,,跌停,环保、物流,-61774103.0,,,,,,,,,2813196.0,1222408624.0,44.11,2725719052.0,
117,002623.SZ,亚玛顿,20211224,,14:44:39,,,,跌停,光伏玻璃、光储充一体化,-26800236.0,,,,,,,,,18613824.0,382181272.0,12.08,3053047366.0,
118,600234.SH,科新发展,20211224,,14:41:56,,,,跌停,ST板块、物业服务,-2913252.0,,,,,,,,,214652.0,60118747.0,3.2,1825855120.0,
119,002858.SZ,力盛赛车,20211224,,14:36:36,,,,跌停,多模态概念、web3.0,-12978930.0,,,,,,,,,1007341.0,168026844.0,13.88,1183688396.0,
120,002326.SZ,永太科技,20211224,,14:21:03,,,,跌停,氟化工、电解液,-517628746.0,,,,,,,,,60930856.0,2717904779.0,9.12,28819383577.0,
121,002047.SZ,宝鹰股份,20211224,,14:14:45,,,,跌停,装修家具、元宇宙,-100982796.0,,,,,,,,,34353872.0,1259898688.0,32.78,3679435314.0,
122,601068.SH,中铝国际,20211224,,14:11:53,,,,跌停,一季报增长、中字头,-47384647.0,,,,,,,,,27284414.0,481981160.0,20.73,2259333020.0,
123,002647.SZ,仁东控股,20211224,,14:05:54,,,,跌停,跨境支付、超跌,-125508073.0,,,,,,,,,43706440.0,1528352427.0,35.75,4135534732.0,
124,603836.SH,海程邦达,20211224,,14:04:30,,,,跌停,物流、跨境电商,-16885875.0,,,,,,,,,4114297.0,146350523.0,11.16,1270948700.0,
125,001288.SZ,运机集团,20211224,,13:49:48,,,,跌停,减速器、基础建设,-50911517.0,,,,,,,,,9032306.0,372106034.0,48.61,750000000.0,
126,605318.SH,法狮龙,20211224,,13:49:18,,,,跌停,装修家具、地产链,-24834513.0,,,,,,,,,37164212.0,241975050.0,38.05,594833155.0,
127,603906.SH,龙蟠科技,20211224,,13:47:45,,,,跌停,固态电池、磷酸铁锂,-208782960.0,,,,,,,,,9714392.0,979842763.0,8.75,10963821922.0,
128,000918.SZ,嘉凯城,20211224,,13:43:36,,,,跌停,ST板块、地产链,-32400074.0,,,,,,,,,7211406.0,375478881.0,19.43,1879319711.0,
129,600159.SH,大龙地产,20211224,,13:10:46,,,,跌停,房地产、地产链,-3754155.0,,,,,,,,,33585752.0,428137685.0,27.45,1497307072.0,
130,001267.SZ,汇绿生态,20211224,,11:07:30,,,,跌停,并购重组、基础建设,-186861633.0,,,,,,,,,11067310.0,741485639.0,26.45,2719459170.0,
131,601127.SH,小康股份,20211224,,10:12:52,,,,跌停,汽车整车、汽车类,-664468906.0,,,,,,,,,148231920.0,2032661116.0,5.94,33307237289.0,
132,605577.SH,龙版传媒,20211224,,10:05:54,,,,跌停,文化传媒、新零售,-35246468.0,,,,,,,,,9797368.0,306456825.0,45.73,659555564.0,
133,603586.SH,金麒麟,20211224,,09:54:04,,,,跌停,车路云、碳陶刹车,-19385767.0,,,,,,,,,10952994.0,176404163.0,12.43,1395959921.0,
134,001202.SZ,炬申股份,20211224,,09:38:21,,,,跌停,物流、一季报增长,-25372640.0,,,,,,,,,3203207.0,315057756.0,47.56,653222920.0,
135,600552.SH,凯盛科技,20211224,,09:37:53,,,,跌停,面板、有色金属,-9911856.0,,,,,,,,,15737187.0,783083511.0,11.17,6936090183.0,
136,603169.SH,兰石重装,20211224,,09:37:41,,,,跌停,基础建设、化工,-20784576.0,,,,,,,,,99404496.0,920036378.0,24.05,3762857981.0,
137,603216.SH,梦天家居,20211224,,09:35:08,,,,跌停,装修家具、地产链,-22457449.0,,,,,,,,,69928504.0,746298622.0,42.28,1753804800.0,
138,000514.SZ,渝开发,20211224,,09:35:00,,,,跌停,房地产、物业服务,-31615130.0,,,,,,,,,23977000.0,393252678.0,29.91,1296516619.0,
139,000533.SZ,顺钠股份,20211224,,09:33:48,,,,跌停,充电桩、超跌,-127742083.0,,,,,,,,,19420042.0,628548272.0,29.15,2083677345.0,
140,600698.SH,湖南天雁,20211224,,09:33:14,,,,跌停,汽车零部件、国企改革,-23005475.0,,,,,,,,,36746676.0,719700107.0,28.14,2522937606.0,
141,603071.SH,物产环能,20211224,,09:31:58,,,,跌停,环保、物流,-60225241.0,,,,,,,,,339377728.0,343401508.0,11.29,3028018770.0,
142,002232.SZ,启明信息,20211223,,14:56:12,,,,跌停,车路云、EDR,-79441459.0,,,,,,,,,4180610.0,1652731834.0,34.71,4619631880.0,
143,605050.SH,福然德,20211223,,14:48:59,,,,跌停,奇瑞产业链、一体化压铸,-19462151.0,,,,,,,,,2854452.0,419805266.0,35.84,1139138420.0,
144,603216.SH,梦天家居,20211223,,14:41:42,,,,跌停,装修家具、地产链,-213884412.0,,,,,,,,,61386480.0,1418146537.0,64.34,1948672000.0,
145,600159.SH,大龙地产,20211223,,14:07:32,,,,跌停,房地产、地产链,-151580420.0,,,,,,,,,26341974.0,781738837.0,43.39,1662227851.0,
146,601068.SH,中铝国际,20211223,,14:03:35,,,,跌停,一季报增长、中字头,-64275904.0,,,,,,,,,42249184.0,495037568.0,19.3,2508242590.0,
147,600854.SH,春兰股份,20211223,,14:02:08,,,,跌停,家电、地产链,-33730399.0,,,,,,,,,4060059.0,346452174.0,14.79,2289373740.0,
148,601798.SH,蓝科高新,20211223,,13:50:05,,,,跌停,国企改革、氢能源,-4132686.0,,,,,,,,,14451065.0,437503152.0,29.0,1473882920.0,
149,600860.SH,京城股份,20211223,,13:19:18,,,,跌停,氢气储运、天然气,-30484829.0,,,,,,,,,141904096.0,1002205245.0,31.15,3146959864.0,
150,605577.SH,龙版传媒,20211223,,10:36:27,,,,跌停,文化传媒、新零售,-72056530.0,,,,,,,,,29785424.0,394840756.0,52.29,732888898.0,
151,600234.SH,科新发展,20211223,,10:34:01,,,,跌停,ST板块、物业服务,-17212385.0,,,,,,,,,4497672.0,88541413.0,4.29,2029117302.0,
152,600466.SH,蓝光发展,20211223,,10:27:43,,,,跌停,房地产、地产链,-19736987.0,,,,,,,,,83982320.0,626800307.0,18.04,3400372023.0,
153,002671.SZ,龙泉股份,20211223,,09:49:39,,,,跌停,基础建设、氢能源,-5546903.0,,,,,,,,,23035342.0,293462667.0,16.46,1766048553.0,
154,002173.SZ,创新医疗,20211223,,09:42:21,,,,跌停,脑机接口、民营医院,-33970602.0,,,,,,,,,41545320.0,244491996.0,12.84,1854237429.0,
155,600698.SH,湖南天雁,20211223,,09:41:23,,,,跌停,汽车零部件、国企改革,-16718972.0,,,,,,,,,183817568.0,276290201.0,9.76,2804225676.0,
156,001288.SZ,运机集团,20211223,,09:39:00,,,,跌停,减速器、基础建设,-20561311.0,,,,,,,,,83875768.0,184834257.0,21.88,833200000.0,
157,601996.SH,丰林集团,20211223,,09:37:59,,,,跌停,装修家具、碳中和,-123197300.0,,,,,,,,,10690940.0,363534901.0,16.22,2218809485.0,
158,002699.SZ,美盛文化,20211223,,09:36:06,,,,跌停,ST板块、元宇宙,-149492438.0,,,,,,,,,104854688.0,1056410440.0,32.03,3244233433.0,
159,000812.SZ,陕西金叶,20211223,,09:35:00,,,,跌停,电子烟、物业服务,-271255716.0,,,,,,,,,231516288.0,1390621438.0,22.58,6097746757.0,
160,002047.SZ,宝鹰股份,20211223,,09:34:36,,,,跌停,装修家具、元宇宙,-112092749.0,,,,,,,,,344538176.0,420975080.0,9.93,4091120384.0,
161,603169.SH,兰石重装,20211223,,09:31:50,,,,跌停,基础建设、化工,-63084017.0,,,,,,,,,143133344.0,1032245110.0,24.61,4179300762.0,
162,000753.SZ,漳州发展,20211223,,09:31:30,,,,跌停,污水处理、环保,-27171693.0,,,,,,,,,43645860.0,262091014.0,10.79,2411502420.0,
163,001202.SZ,炬申股份,20211223,,09:31:12,,,,跌停,物流、一季报增长,-25687615.0,,,,,,,,,103428520.0,91054413.0,12.38,725767420.0,
164,002247.SZ,聚力文化,20211223,,09:30:54,,,,跌停,装修家具、地产链,-29603836.0,,,,,,,,,118848368.0,119101758.0,5.73,2055184740.0,
165,000514.SZ,渝开发,20211223,,09:25:00,,,,跌停,房地产、物业服务,-25350654.0,,,,,,,,,151679648.0,74475907.0,5.17,1439537637.0,
166,603949.SH,雪龙集团,20211222,,14:50:39,,,,跌停,汽车零部件、农业,-22458760.0,,,,,,,,,6571311.0,111457186.0,9.32,1144633560.0,
167,600698.SH,湖南天雁,20211222,,14:42:13,,,,跌停,汽车零部件、国企改革,-97047034.0,,,,,,,,,51167880.0,942724068.0,29.21,3115806306.0,
