trade_date,open,high,low,close,volume,openinterest
2020-05-15,1461.78,1466.15,1434.49,1444.31,756794.47,0
2020-05-18,1441.04,1456.32,1432.3,1441.04,637208.57,0
2020-05-19,1463.96,1468.33,1448.68,1458.5,600368.64,0
2020-05-20,1460.69,1486.89,1448.68,1474.88,690851.07,0
2020-05-21,1475.97,1481.43,1458.5,1462.87,552312.0,0
2020-05-22,1455.23,1456.32,1410.47,1410.47,856237.33,0
2020-05-25,1415.93,1417.02,1393.0,1414.84,410170.78,0
2020-05-26,1421.39,1426.84,1412.65,1423.57,396212.4,0
2020-05-27,1424.66,1439.94,1414.84,1419.2,482962.94,0
2020-05-28,1429.2,1463.62,1422.53,1451.41,960760.31,0
2020-05-29,1444.74,1448.08,1434.75,1443.63,457808.22,0
2020-06-01,1454.74,1486.94,1452.52,1479.17,882960.55,0
2020-06-02,1475.84,1513.59,1474.73,1504.71,883458.88,0
2020-06-03,1514.7,1541.36,1499.16,1503.6,956803.08,0
2020-06-04,1502.49,1514.7,1489.16,1506.93,583066.33,0
2020-06-05,1510.26,1512.48,1491.38,1509.15,383026.9,0
2020-06-08,1519.15,1538.02,1508.04,1512.48,585971.9,0
2020-06-09,1514.7,1524.7,1502.49,1518.04,474300.07,0
2020-06-10,1522.48,1522.48,1488.05,1498.05,580476.2,0
2020-06-11,1485.83,1486.94,1443.63,1452.52,1349039.82,0
2020-06-12,1432.53,1445.85,1429.2,1442.52,1030550.57,0
2020-06-15,1426.98,1440.3,1421.42,1423.64,660313.07,0
2020-06-16,1432.53,1442.52,1428.09,1431.42,718059.1,0
2020-06-17,1431.42,1434.75,1416.98,1426.98,716468.24,0
2020-06-18,1416.98,1421.42,1398.1,1416.98,1119647.8,0
2020-06-19,1413.65,1425.87,1400.32,1421.42,1539521.78,0
2020-06-22,1414.76,1416.98,1401.43,1403.66,1319079.79,0
2020-06-23,1404.77,1409.21,1390.33,1399.21,990806.73,0
2020-06-24,1403.66,1430.31,1399.21,1421.42,1523220.48,0
2020-06-29,1434.75,1440.3,1411.43,1421.42,1038480.06,0
2020-06-30,1424.75,1430.31,1412.54,1421.42,937940.22,0
2020-07-01,1420.31,1460.29,1414.76,1456.96,1697390.01,0
2020-07-02,1452.52,1498.05,1440.3,1491.38,2590501.19,0
2020-07-03,1506.93,1590.22,1505.82,1582.44,3768333.63,0
2020-07-06,1621.31,1741.24,1620.2,1741.24,4711460.78,0
2020-07-07,1810.09,1846.74,1669.06,1719.03,3964427.47,0
2020-07-08,1691.27,1776.78,1691.27,1750.13,2631339.16,0
2020-07-09,1739.02,1739.02,1700.16,1724.59,2243994.4,0
2020-07-10,1704.6,1719.03,1639.08,1650.18,2158773.26,0
2020-07-13,1632.42,1674.61,1610.21,1653.52,1937160.12,0
2020-07-14,1654.63,1686.83,1615.76,1630.19,1953566.27,0
2020-07-15,1641.3,1650.18,1580.22,1584.66,2042562.83,0
2020-07-16,1588.0,1615.76,1568.01,1571.34,1930891.29,0
2020-07-17,1573.56,1585.78,1549.13,1570.23,1291346.77,0
2020-07-20,1580.22,1640.19,1565.79,1635.75,1979632.0,0
2020-07-21,1630.19,1630.19,1599.1,1609.1,1252865.69,0
2020-07-22,1609.1,1626.86,1584.66,1600.21,1312951.59,0
2020-07-23,1581.33,1586.89,1533.58,1555.79,2027525.87,0
2020-07-24,1551.35,1553.57,1490.27,1499.16,1830881.83,0
2020-07-27,1518.04,1519.15,1454.74,1470.28,1880653.35,0
2020-07-28,1481.39,1491.38,1463.62,1481.39,1217005.99,0
2020-07-29,1482.5,1513.59,1466.95,1503.6,1519580.25,0
2020-07-30,1499.16,1500.27,1484.72,1484.72,964067.63,0
2020-07-31,1474.73,1502.49,1471.4,1481.39,1165821.91,0
2020-08-03,1495.83,1512.48,1491.38,1509.15,1445096.16,0
2020-08-04,1516.93,1571.34,1496.94,1559.12,2445663.25,0
2020-08-05,1534.69,1538.02,1512.48,1528.03,1440203.13,0
2020-08-06,1534.69,1550.24,1515.81,1543.58,1352510.68,0
2020-08-07,1532.47,1543.58,1512.48,1521.37,988678.37,0
2020-08-10,1518.04,1556.9,1512.48,1549.13,1587710.35,0
2020-08-11,1551.35,1627.97,1551.35,1569.12,2603307.89,0
2020-08-12,1578.0,1610.21,1571.34,1596.88,1596811.7,0
2020-08-13,1599.1,1605.76,1570.23,1574.67,837261.75,0
2020-08-14,1565.79,1611.32,1561.34,1606.87,1103215.82,0
2020-08-17,1621.31,1704.6,1615.76,1686.83,3268027.8,0
2020-08-18,1687.94,1699.05,1655.74,1682.39,1350261.07,0
2020-08-19,1677.95,1704.6,1661.29,1676.84,1420928.11,0
2020-08-20,1666.84,1681.28,1613.54,1620.2,1333801.62,0
2020-08-21,1633.53,1633.53,1590.22,1604.65,1234517.33,0
2020-08-24,1610.21,1633.53,1600.21,1605.76,919448.86,0
2020-08-25,1616.87,1631.31,1605.76,1621.31,748320.22,0
2020-08-26,1621.31,1622.42,1585.78,1595.77,734117.72,0
2020-08-27,1599.1,1605.76,1566.9,1605.76,626666.77,0
2020-08-28,1583.55,1685.72,1583.55,1680.17,2410400.02,0
2020-08-31,1699.05,1741.24,1664.62,1674.61,1797129.54,0
2020-09-01,1661.29,1691.27,1652.4,1681.28,813642.58,0
2020-09-02,1666.84,1724.59,1666.84,1701.27,1679382.97,0
2020-09-03,1701.27,1702.38,1647.96,1654.63,1279841.59,0
2020-09-04,1635.75,1672.39,1621.31,1661.29,909889.99,0
2020-09-07,1652.4,1692.38,1646.85,1659.07,1031376.81,0
2020-09-08,1665.73,1713.48,1665.73,1713.48,1407601.66,0
2020-09-09,1694.6,1727.92,1680.17,1689.05,1013572.47,0
2020-09-10,1701.27,1719.03,1687.94,1703.49,957092.39,0
2020-09-11,1685.72,1699.05,1645.74,1666.84,954236.25,0
2020-09-14,1666.84,1699.05,1656.85,1699.05,680251.05,0
2020-09-15,1687.94,1719.03,1682.39,1704.6,657132.67,0
2020-09-16,1701.27,1725.7,1689.05,1714.59,722414.75,0
2020-09-17,1725.7,1745.69,1710.15,1729.03,988215.63,0
2020-09-18,1734.58,1786.77,1723.48,1784.55,1373193.3,0
2020-09-21,1776.78,1782.33,1744.58,1761.23,896161.65,0
2020-09-22,1740.13,1759.01,1709.04,1729.03,867756.31,0
2020-09-23,1731.25,1757.9,1722.37,1735.69,599200.47,0
2020-09-24,1731.25,1733.47,1679.06,1679.06,1061011.24,0
2020-09-25,1687.94,1700.16,1677.95,1686.83,614087.0,0
2020-09-28,1686.83,1706.82,1663.51,1700.16,612711.11,0
2020-09-29,1709.04,1711.26,1639.08,1643.52,1182374.4,0
2020-09-30,1643.52,1695.71,1643.52,1684.61,1217064.82,0
2020-10-09,1699.05,1726.81,1680.17,1685.72,900425.93,0
2020-10-12,1690.16,1782.33,1689.05,1765.67,1591347.15,0
2020-10-13,1765.67,1788.99,1751.24,1783.44,908819.48,0
2020-10-14,1781.22,1790.11,1754.57,1780.11,662562.36,0
2020-10-15,1798.99,1878.94,1793.44,1838.97,1600062.32,0
2020-10-16,1838.97,1928.92,1836.75,1898.93,2095614.19,0
2020-10-19,1921.14,2009.98,1921.14,1941.13,2016105.52,0
2020-10-20,1941.13,1954.46,1915.59,1947.79,960071.95,0
2020-10-21,1958.9,1998.88,1924.47,1988.88,1244560.18,0
2020-10-22,1992.21,2054.4,1921.14,1950.02,1890519.05,0
2020-10-23,1946.68,2085.49,1946.68,2013.31,1698501.68,0
2020-10-26,2021.09,2031.08,1937.8,1965.56,1175598.65,0
2020-10-27,1998.88,1998.88,1943.35,1972.22,1034865.04,0
2020-10-28,1972.22,1987.77,1920.03,1957.79,1205823.86,0
2020-10-29,1947.79,1991.1,1926.69,1973.34,846603.62,0
2020-10-30,1970.0,2038.85,1954.46,1971.11,1007803.83,0
2020-11-02,1960.01,2004.43,1924.47,1957.79,968452.77,0
2020-11-03,1966.67,2036.63,1965.56,1994.43,957868.63,0
2020-11-04,2037.74,2052.18,1994.43,2034.41,1247636.4,0
2020-11-05,2039.96,2054.4,1947.79,1965.56,1429469.44,0
2020-11-06,1966.67,1971.11,1912.26,1958.9,848781.53,0
2020-11-09,1962.23,1998.88,1947.79,1981.11,951424.32,0
2020-11-10,1998.88,2054.4,1991.1,2011.09,1021062.81,0
2020-11-11,2021.09,2032.19,1954.46,1977.78,940130.07,0
2020-11-12,1977.78,1992.21,1937.8,1961.12,677258.48,0
2020-11-13,1934.47,1940.02,1853.4,1907.82,1289189.23,0
2020-11-16,1896.71,1935.58,1876.72,1928.92,759856.93,0
2020-11-17,1930.03,1991.1,1915.59,1980.0,852930.51,0
2020-11-18,1974.45,2054.4,1971.11,2049.96,1373400.72,0
2020-11-19,2064.4,2107.7,2032.19,2093.27,1211740.62,0
2020-11-20,2091.05,2108.81,2056.62,2094.38,673919.22,0
2020-11-23,2093.27,2178.78,2087.72,2178.78,1165858.26,0
2020-11-24,2178.78,2185.44,2128.8,2149.9,678543.23,0
2020-11-25,2163.23,2187.66,2115.48,2116.59,552585.01,0
2020-11-26,2115.48,2177.67,2113.26,2165.45,639657.89,0
2020-11-27,2220.97,2220.97,2152.12,2187.66,753773.74,0
2020-11-30,2209.87,2318.7,2175.44,2192.1,1581441.28,0
2020-12-01,2187.66,2277.61,2154.34,2226.53,1263719.75,0
2020-12-02,2213.2,2227.64,2167.67,2179.89,889385.29,0
2020-12-03,2196.54,2205.43,2128.8,2169.89,714452.3,0
2020-12-04,2162.12,2162.12,2106.59,2143.24,891347.84,0
2020-12-07,2144.35,2153.23,2074.39,2099.93,873806.61,0
2020-12-08,2101.04,2113.26,2057.73,2077.72,719647.51,0
2020-12-09,2086.61,2115.48,2074.39,2077.72,677221.15,0
2020-12-10,2079.94,2096.6,2048.85,2071.06,607866.55,0
2020-12-11,2077.72,2087.72,2023.31,2056.62,887793.87,0
2020-12-14,2065.51,2116.59,2054.4,2096.6,835991.74,0
2020-12-15,2087.72,2093.27,2015.53,2081.05,788857.94,0
2020-12-16,2087.72,2121.03,2063.28,2111.04,689070.42,0
2020-12-17,2099.93,2117.7,2065.51,2104.37,686140.69,0
2020-12-18,2109.93,2121.03,2024.42,2038.85,1058756.36,0
2020-12-21,2032.19,2069.95,2002.21,2029.97,906878.11,0
2020-12-22,2038.85,2071.06,1985.55,1987.77,1028737.51,0
2020-12-23,1994.43,2006.65,1975.56,1998.88,750082.73,0
2020-12-24,2015.53,2053.29,2004.43,2027.75,632950.12,0
2020-12-25,2027.75,2027.75,1976.67,2003.32,577077.33,0
2020-12-28,2001.1,2094.38,1994.43,2093.27,1270337.06,0
2020-12-29,2095.49,2143.24,2076.61,2128.8,963092.23,0
2020-12-30,2109.93,2132.14,2078.83,2132.14,978497.78,0
2020-12-31,2133.25,2174.33,2112.15,2147.68,924503.43,0
2021-01-04,2121.03,2121.03,2047.74,2065.51,1554216.43,0
2021-01-05,2043.3,2052.18,1976.67,2017.75,1821352.1,0
2021-01-06,2007.76,2172.11,1998.88,2172.11,1934945.12,0
2021-01-07,2167.68,2218.76,2135.47,2209.88,1584185.3,0
2021-01-08,2209.88,2232.08,2144.36,2204.32,1195473.22,0
2021-01-11,2220.98,2292.05,2220.98,2263.18,1790457.14,0
2021-01-12,2264.29,2332.03,2240.97,2332.03,1288165.5,0
2021-01-13,2332.03,2333.14,2265.4,2298.71,1049119.73,0
2021-01-14,2296.49,2319.81,2215.43,2239.86,1130155.62,0
2021-01-15,2332.03,2437.53,2312.04,2332.03,2480688.98,0
2021-01-18,2354.24,2529.7,2354.24,2520.81,2157301.78,0
2021-01-19,2499.71,2536.36,2448.63,2480.83,1242088.34,0
2021-01-20,2459.74,2550.8,2456.4,2495.27,1280793.16,0
2021-01-21,2498.6,2531.92,2459.74,2468.62,944778.6,0
2021-01-22,2468.62,2468.62,2388.66,2446.41,924434.42,0
2021-01-25,2411.98,2509.71,2379.78,2497.49,1028365.27,0
2021-01-26,2476.39,2589.66,2476.39,2484.17,1126720.55,0
2021-01-27,2477.5,2606.32,2477.5,2563.01,1294152.72,0
2021-01-28,2529.7,2574.12,2493.05,2533.03,857476.96,0
2021-01-29,2533.03,2614.09,2521.92,2564.12,1240258.41,0
2021-02-01,2554.13,2775.11,2520.81,2726.25,1475239.3,0
2021-02-02,2596.33,2676.28,2544.13,2585.22,2416168.77,0
2021-02-03,2607.43,2796.21,2596.33,2770.67,1923271.59,0
2021-02-04,2685.16,2802.88,2669.62,2731.81,1255247.5,0
2021-02-05,2731.81,2810.65,2695.16,2768.45,1015575.59,0
2021-02-08,2765.12,2765.12,2676.28,2754.02,1084264.67,0
2021-02-09,2752.9,2758.46,2684.05,2729.58,942093.55,0
2021-02-10,2731.81,2771.78,2596.33,2645.19,1918867.1,0
2021-02-18,2665.18,2726.25,2607.43,2698.49,1505230.81,0
2021-02-19,2660.73,2686.28,2617.42,2648.52,922583.14,0
2021-02-22,2642.97,2642.97,2471.95,2485.28,1956842.48,0
2021-02-23,2485.28,2518.59,2423.09,2435.3,1870460.13,0
2021-02-24,2473.06,2474.17,2394.22,2460.85,1428499.85,0
2021-02-25,2487.5,2505.27,2407.54,2453.07,1593403.47,0
2021-02-26,2398.66,2438.64,2355.35,2374.23,1124977.3,0
2021-03-01,2392.0,2407.54,2352.02,2382.0,1125386.53,0
2021-03-02,2400.88,2459.74,2360.9,2404.21,1473425.05,0
2021-03-03,2396.44,2563.01,2383.11,2555.24,1919635.27,0
2021-03-04,2528.59,2608.54,2515.26,2545.24,1213579.37,0
2021-03-05,2520.81,2551.91,2427.53,2480.83,880171.41,0
2021-03-08,2491.94,2519.7,2385.33,2398.66,993773.97,0
2021-03-09,2407.54,2434.19,2285.39,2315.37,1361895.33,0
2021-03-10,2314.26,2322.03,2252.07,2265.4,1149416.57,0
2021-03-11,2285.39,2374.23,2283.17,2362.01,1048659.39,0
2021-03-12,2373.12,2409.76,2354.24,2385.33,697200.6,0
2021-03-15,2376.45,2456.4,2344.24,2398.66,958748.7,0
2021-03-16,2398.66,2455.29,2362.01,2405.32,939684.32,0
2021-03-17,2382.0,2393.11,2320.92,2354.24,821488.65,0
2021-03-18,2365.34,2413.09,2332.03,2413.09,691610.19,0
2021-03-19,2390.88,2404.21,2262.07,2273.17,1525622.27,0
2021-03-22,2282.06,2393.11,2279.84,2393.11,1451190.08,0
2021-03-23,2395.33,2404.21,2327.59,2357.57,682903.38,0
2021-03-24,2355.35,2363.12,2270.95,2279.84,850085.07,0
2021-03-25,2285.39,2313.15,2265.4,2304.27,492665.74,0
2021-03-26,2314.26,2376.45,2305.38,2347.58,822108.06,0
2021-03-29,2363.12,2404.21,2354.24,2386.44,785666.68,0
2021-03-30,2374.23,2435.3,2355.35,2435.3,738654.81,0
2021-03-31,2417.54,2450.85,2398.66,2444.19,777028.07,0
2021-04-01,2451.96,2455.29,2387.55,2418.65,544448.98,0
2021-04-02,2409.76,2413.09,2372.01,2387.55,581083.52,0
2021-04-06,2393.11,2453.07,2388.66,2407.54,401102.82,0
2021-04-07,2429.75,2435.3,2366.45,2403.1,517604.59,0
2021-04-08,2383.11,2413.09,2368.68,2394.22,383029.5,0
2021-04-09,2410.87,2411.98,2340.91,2365.34,398960.28,0
2021-04-12,2388.66,2388.66,2290.94,2298.71,594743.14,0
2021-04-13,2300.94,2318.7,2286.5,2307.6,499904.18,0
2021-04-14,2308.71,2325.37,2267.62,2295.38,537438.49,0
2021-04-15,2305.38,2306.49,2229.86,2260.96,735865.05,0
2021-04-16,2260.96,2268.73,2199.88,2249.85,729998.26,0
2021-04-19,2224.31,2358.68,2210.99,2348.69,1112282.62,0
2021-04-20,2340.91,2437.53,2323.15,2408.65,834772.72,0
2021-04-21,2476.39,2575.23,2475.28,2555.24,1597099.65,0
2021-04-22,2575.23,2579.67,2529.7,2551.91,829693.88,0
2021-04-23,2589.66,2626.31,2561.9,2586.33,823230.15,0
2021-04-26,2650.74,2690.72,2543.02,2547.46,872417.67,0
2021-04-27,2548.57,2575.23,2538.58,2547.46,470431.4,0
2021-04-28,2586.33,2604.1,2529.7,2592.99,593837.93,0
2021-04-29,2591.88,2632.97,2566.34,2619.65,614836.88,0
2021-04-30,2592.99,2608.54,2555.24,2586.33,561981.32,0
2021-05-06,2565.23,2631.86,2565.23,2609.65,500295.22,0
2021-05-07,2628.53,2698.49,2597.44,2670.73,802214.21,0
2021-05-10,2665.18,2669.62,2556.35,2649.63,661438.9,0
2021-05-11,2622.98,2637.41,2560.79,2612.98,497223.45,0
2021-05-12,2586.33,2625.2,2540.8,2615.2,533265.26,0
2021-05-13,2611.87,2619.65,2536.36,2561.9,549652.5,0
2021-05-14,2589.88,2622.33,2529.44,2610.02,563785.36,0
2021-05-17,2590.99,2665.98,2568.61,2641.36,527564.65,0
2021-05-18,2669.34,2698.44,2618.97,2674.94,395414.98,0
2021-05-19,2665.98,2700.68,2632.41,2641.36,429420.33,0
2021-05-20,2620.09,2668.22,2604.42,2665.98,405788.37,0
2021-05-21,2672.7,2696.2,2577.56,2629.05,539335.74,0
2021-05-24,2627.93,2641.36,2595.47,2627.93,343935.63,0
2021-05-25,2634.64,2767.83,2624.57,2753.28,972374.62,0
2021-05-26,2757.76,2811.48,2742.09,2799.17,919263.78,0
2021-05-27,2787.98,2815.96,2744.33,2774.55,504091.36,0
2021-05-28,2762.23,2765.59,2704.04,2742.09,492400.73,0
2021-05-31,2723.06,2745.45,2676.06,2708.51,515350.81,0
2021-06-01,2708.51,2714.11,2630.17,2677.17,625017.96,0
2021-06-02,2673.82,2677.17,2616.74,2673.82,497527.02,0
2021-06-03,2654.79,2701.8,2650.31,2660.39,400900.85,0
2021-06-04,2685.01,2793.57,2663.74,2746.57,756739.42,0
2021-06-07,2739.85,2739.85,2678.29,2719.7,447914.1,0
2021-06-08,2702.92,2749.92,2680.53,2745.45,570077.92,0
2021-06-09,2734.25,2784.62,2706.27,2758.88,453831.5,0
2021-06-10,2760.0,2804.77,2702.92,2708.51,530215.16,0
2021-06-11,2720.82,2725.3,2587.64,2615.62,834665.04,0
2021-06-15,2613.38,2622.33,2551.82,2598.83,660622.59,0
2021-06-16,2598.83,2618.97,2575.33,2603.31,378208.04,0
2021-06-17,2576.44,2651.43,2576.44,2585.4,453282.09,0
2021-06-18,2588.76,2605.54,2505.93,2535.03,694099.3,0
2021-06-21,2529.44,2537.27,2463.4,2480.19,718272.74,0
2021-06-22,2504.81,2584.28,2490.26,2570.85,757751.41,0
2021-06-23,2557.42,2620.09,2542.87,2589.88,447907.78,0
2021-06-24,2577.56,2587.64,2538.39,2583.16,390283.49,0
2021-06-25,2583.16,2641.36,2580.92,2614.5,559972.95,0
2021-06-28,2614.5,2617.86,2516.01,2549.58,626257.37,0
2021-06-29,2527.2,2550.7,2462.28,2500.34,1049749.39,0
2021-06-30,2502.58,2566.37,2501.46,2531.68,403435.46,0
2021-07-01,2552.94,2630.17,2520.48,2596.59,664833.3,0
2021-07-02,2542.87,2545.11,2435.42,2441.02,1070677.56,0
2021-07-05,2427.59,2479.07,2360.43,2469.0,859341.29,0
2021-07-06,2471.24,2574.21,2445.5,2549.58,791957.26,0
2021-07-07,2538.39,2579.8,2518.24,2523.84,468944.87,0
2021-07-08,2549.58,2549.58,2372.75,2407.44,1457059.47,0
2021-07-09,2383.94,2420.87,2352.6,2380.58,762364.74,0
2021-07-12,2406.32,2406.32,2338.05,2368.27,877901.02,0
2021-07-13,2367.15,2388.42,2298.88,2363.79,657613.95,0
2021-07-14,2350.36,2350.36,2284.33,2323.5,847950.55,0
2021-07-15,2319.02,2430.95,2308.95,2419.75,956003.05,0
2021-07-16,2396.25,2442.14,2383.94,2388.42,573002.61,0
2021-07-19,2390.65,2398.49,2325.74,2373.87,522135.95,0
2021-07-20,2361.55,2372.75,2291.04,2305.59,804034.33,0
2021-07-21,2303.35,2327.98,2260.82,2288.8,753076.52,0
2021-07-22,2288.8,2312.31,2265.3,2280.97,868648.09,0
2021-07-23,2280.97,2280.97,2238.44,2249.63,727404.33,0
2021-07-26,2233.96,2237.32,2062.72,2104.13,1451303.94,0
2021-07-27,2111.97,2125.4,1969.83,1987.73,1357551.48,0
2021-07-28,1997.81,2022.43,1978.78,1986.62,1062994.21,0
2021-07-29,2004.52,2041.46,1989.97,2010.12,872378.12,0
2021-07-30,2005.64,2020.19,1929.54,1979.9,950155.88,0
2021-08-02,1974.3,2030.27,1922.82,2015.72,1159922.63,0
2021-08-03,2013.48,2031.38,1976.54,2002.28,896948.57,0
2021-08-04,2019.07,2022.43,1969.83,1993.33,729620.08,0
2021-08-05,1981.02,2020.19,1967.59,1978.78,621573.88,0
2021-08-06,1964.23,2003.4,1953.04,1998.93,567454.13,0
2021-08-09,2004.52,2154.5,1996.69,2133.23,1752798.0,0
2021-08-10,2136.59,2236.2,2115.33,2208.22,1301988.44,0
2021-08-11,2237.32,2303.35,2204.86,2217.17,1048308.44,0
2021-08-12,2214.94,2272.02,2197.03,2226.13,666458.0,0
2021-08-13,2213.82,2229.49,2182.48,2226.13,562885.02,0
2021-08-16,2248.51,2260.82,2190.31,2232.84,627050.22,0
2021-08-17,2221.65,2263.06,2194.79,2201.51,476021.94,0
2021-08-18,2201.51,2372.75,2188.08,2307.83,1332732.16,0
2021-08-19,2292.16,2307.83,2240.68,2276.49,649975.61,0
2021-08-20,2235.08,2246.27,2092.94,2173.53,1614627.93,0
2021-08-23,2182.48,2244.04,2138.83,2160.09,1191849.35,0
2021-08-24,2165.69,2235.08,2150.02,2166.81,868953.3,0
2021-08-25,2173.53,2179.12,2120.92,2144.43,698083.97,0
2021-08-26,2148.9,2155.62,2060.48,2066.08,951619.0,0
2021-08-27,2077.27,2113.09,2049.29,2058.25,728820.23,0
2021-08-30,2038.1,2047.05,1964.23,1983.26,1252211.01,0
2021-08-31,1983.26,2006.76,1937.37,1992.21,1174867.86,0
2021-09-01,1956.4,2005.64,1903.79,2001.17,2316894.09,0
2021-09-02,2014.6,2101.9,1992.21,2059.36,2422603.54,0
2021-09-03,2070.56,2070.56,1981.02,2019.07,1394818.71,0
2021-09-06,2006.76,2081.75,1989.97,2064.96,1515225.56,0
2021-09-07,2081.75,2189.19,2053.77,2153.38,1622344.16,0
2021-09-08,2153.38,2188.08,2137.71,2152.26,1026201.05,0
2021-09-09,2138.83,2143.31,2104.13,2126.52,739505.85,0
2021-09-10,2114.21,2324.62,2108.61,2302.24,2314945.28,0
2021-09-13,2278.73,2295.52,2217.17,2261.94,1297228.02,0
2021-09-14,2258.59,2268.66,2156.74,2167.93,1158173.15,0
2021-09-15,2161.21,2349.24,2147.78,2184.72,841618.41,0
2021-09-16,2160.09,2182.48,2096.3,2135.47,1176953.56,0
2021-09-17,2115.33,2126.52,2060.48,2073.91,1124879.63,0
2021-09-22,2000.05,2020.19,1949.68,2012.36,1473365.21,0
2021-09-23,2025.79,2050.41,1975.42,1978.78,1379837.59,0
2021-09-24,1969.83,1978.78,1940.73,1941.85,1265696.28,0
2021-09-27,1926.18,1978.78,1909.39,1966.47,1140667.59,0
2021-09-28,1955.28,2033.62,1953.04,2011.24,1293167.47,0
2021-09-29,1998.93,2063.84,1982.14,2031.38,1230121.75,0
2021-09-30,2024.67,2036.98,1982.14,2006.76,795611.05,0
2021-10-08,2033.62,2114.21,2016.83,2086.23,1159200.62,0
2021-10-11,2126.52,2209.34,2126.52,2171.29,1455338.35,0
2021-10-12,2160.09,2205.98,2148.9,2165.69,1031232.18,0
2021-10-13,2160.09,2228.37,2145.54,2191.43,807896.68,0
2021-10-14,2192.55,2229.49,2114.21,2150.02,842989.87,0
2021-10-15,2126.52,2227.25,2126.52,2200.39,993493.78,0
2021-10-18,2176.88,2188.08,2137.71,2158.98,729622.5,0
2021-10-19,2143.31,2202.62,2143.31,2190.31,682415.15,0
2021-10-20,2210.46,2213.82,2147.78,2153.38,662955.55,0
2021-10-21,2184.72,2245.16,2154.5,2238.44,1621661.01,0
2021-10-22,2256.35,2304.47,2216.06,2242.92,1134963.63,0
2021-10-25,2205.98,2260.82,2182.48,2251.87,730828.23,0
2021-10-26,2245.16,2288.8,2222.77,2244.04,652806.84,0
2021-10-27,2238.44,2257.47,2192.55,2229.49,687600.19,0
2021-10-28,2216.06,2231.72,2167.93,2207.1,619010.89,0
2021-10-29,2197.03,2209.34,2162.33,2182.48,539929.76,0
2021-11-01,2163.45,2208.22,2127.64,2170.17,841490.2,0
2021-11-02,2167.93,2181.36,2013.48,2034.74,1997690.5,0
2021-11-03,2025.79,2041.46,1997.81,2017.95,1114972.04,0
2021-11-04,2023.55,2025.79,1992.21,2000.05,983410.98,0
2021-11-05,1997.81,2014.6,1966.47,1974.3,1096039.88,0
2021-11-08,1972.07,1993.33,1942.97,1949.68,1376814.82,0
2021-11-09,1956.4,1975.42,1931.77,1961.99,1240572.75,0
2021-11-10,1954.16,1955.28,1920.58,1947.44,1220850.88,0
2021-11-11,1941.85,2062.72,1938.49,2053.77,2084729.0,0
2021-11-12,2049.29,2085.11,2026.91,2044.81,957546.46,0
2021-11-15,2053.77,2085.11,2036.98,2062.72,655089.99,0
2021-11-16,2054.89,2075.03,2033.62,2039.22,601110.48,0
2021-11-17,2031.38,2048.17,2012.36,2026.91,664640.38,0
2021-11-18,2024.67,2028.03,1984.38,1992.21,799843.77,0
2021-11-19,1992.21,2041.46,1981.02,2031.38,786371.56,0
2021-11-22,2017.95,2042.58,2003.4,2028.03,738617.8,0
2021-11-23,2026.91,2053.77,1978.78,2001.17,1235977.96,0
2021-11-24,1988.85,2009.0,1976.54,2000.05,741310.84,0
2021-11-25,1985.5,1991.09,1973.18,1978.78,603532.7,0
2021-11-26,1972.07,1977.66,1960.87,1967.59,694499.88,0
2021-11-29,1948.56,1966.47,1942.97,1959.75,512594.71,0
2021-11-30,1963.11,1978.78,1941.85,1951.92,733616.06,0
2021-12-01,1950.8,1988.85,1944.09,1974.3,706925.19,0
2021-12-02,1972.07,1993.33,1944.09,1968.71,994798.35,0
2021-12-03,1974.3,1981.02,1948.56,1975.42,707599.74,0
2021-12-06,1997.81,2077.27,1992.21,2025.79,2145625.28,0
2021-12-07,2048.17,2089.58,2031.38,2066.08,1616443.87,0
2021-12-08,2064.96,2076.15,2032.5,2067.2,980281.18,0
2021-12-09,2069.44,2133.23,2056.01,2092.94,1455886.68,0
2021-12-10,2071.68,2092.94,2044.81,2057.13,989255.13,0
2021-12-13,2067.2,2113.09,2034.74,2044.81,1314490.27,0
2021-12-14,2032.5,2033.62,1960.87,1967.59,1937208.9,0
2021-12-15,1959.75,1976.54,1947.44,1964.23,1294627.41,0
2021-12-16,1964.23,1984.38,1954.16,1983.26,819479.51,0
2021-12-17,1981.02,1986.62,1966.47,1966.47,602369.67,0
2021-12-20,1965.35,1975.42,1953.04,1960.87,746435.2,0
2021-12-21,1957.52,1982.14,1956.4,1968.71,893734.04,0
2021-12-22,1972.07,1974.3,1936.25,1946.32,976927.75,0
2021-12-23,1947.44,1950.8,1926.18,1938.49,1059575.94,0
2021-12-24,1939.61,1941.85,1926.18,1937.37,488251.49,0
2021-12-27,1939.61,1941.85,1920.58,1927.3,731118.99,0
2021-12-28,1927.3,1939.61,1912.75,1921.7,1126638.91,0
2021-12-29,1920.58,1920.58,1869.1,1874.69,1469373.98,0
2021-12-30,1875.81,1897.08,1871.34,1882.53,796663.6,0
2021-12-31,1887.0,1891.48,1835.52,1844.47,1750760.89,0
2022-01-04,1844.47,1864.62,1810.9,1864.62,1169259.33,0
2022-01-05,1855.67,1927.3,1852.31,1919.46,1961998.17,0
2022-01-06,1914.99,1932.89,1902.67,1916.1,1107885.19,0
2022-01-07,1913.87,1934.01,1909.39,1925.06,1126630.7,0
2022-01-10,1935.13,1949.68,1906.03,1923.94,909774.01,0
