ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,end_type,total_share,cap_rese,undistr_porfit,surplus_rese,special_rese,money_cap,trad_asset,notes_receiv,accounts_receiv,oth_receiv,prepayment,div_receiv,int_receiv,inventories,amor_exp,nca_within_1y,sett_rsrv,loanto_oth_bank_fi,premium_receiv,reinsur_receiv,reinsur_res_receiv,pur_resale_fa,oth_cur_assets,total_cur_assets,fa_avail_for_sale,htm_invest,lt_eqt_invest,invest_real_estate,time_deposits,oth_assets,lt_rec,fix_assets,cip,const_materials,fixed_assets_disp,produc_bio_assets,oil_and_gas_assets,intan_assets,r_and_d,goodwill,lt_amor_exp,defer_tax_assets,decr_in_disbur,oth_nca,total_nca,cash_reser_cb,depos_in_oth_bfi,prec_metals,deriv_assets,rr_reins_une_prem,rr_reins_outstd_cla,rr_reins_lins_liab,rr_reins_lthins_liab,refund_depos,ph_pledge_loans,refund_cap_depos,indep_acct_assets,client_depos,client_prov,transac_seat_fee,invest_as_receiv,total_assets,lt_borr,st_borr,cb_borr,depos_ib_deposits,loan_oth_bank,trading_fl,notes_payable,acct_payable,adv_receipts,sold_for_repur_fa,comm_payable,payroll_payable,taxes_payable,int_payable,div_payable,oth_payable,acc_exp,deferred_inc,st_bonds_payable,payable_to_reinsurer,rsrv_insur_cont,acting_trading_sec,acting_uw_sec,non_cur_liab_due_1y,oth_cur_liab,total_cur_liab,bond_payable,lt_payable,specific_payables,estimated_liab,defer_tax_liab,defer_inc_non_cur_liab,oth_ncl,total_ncl,depos_oth_bfi,deriv_liab,depos,agency_bus_liab,oth_liab,prem_receiv_adva,depos_received,ph_invest,reser_une_prem,reser_outstd_claims,reser_lins_liab,reser_lthins_liab,indept_acc_liab,pledge_borr,indem_payable,policy_div_payable,total_liab,treasury_share,ordin_risk_reser,forex_differ,invest_loss_unconf,minority_int,total_hldr_eqy_exc_min_int,total_hldr_eqy_inc_min_int,total_liab_hldr_eqy,lt_payroll_payable,oth_comp_income,oth_eqt_tools,oth_eqt_tools_p_shr,lending_funds,acc_receivable,st_fin_payable,payables,hfs_assets,hfs_sales,cost_fin_assets,fair_value_fin_assets,contract_assets,contract_liab,accounts_receiv_bill,accounts_pay,oth_rcv_total,fix_assets_total,cip_total,oth_pay_total,long_pay_total,debt_invest,oth_debt_invest,update_flag
000892.SZ,20220728,20220728,20220630,1,1,2,980980473.0,1130729240.12,-578920387.21,30835474.82,,464076898.37,,19260500.0,442682883.14,124524095.64,254413474.4,,,867382051.12,,,,,,,,,83344331.07,2263569156.93,,,14404153.48,,,,,26441797.53,,,,,,1467174.76,,,7074759.03,202014582.72,,,281372825.33,,,,,,,,,,,,,,,,,2544941982.26,,81260500.0,,,,,,85667020.99,93331922.99,,,3938580.17,6199810.03,,,187669404.2,,,,,,,,9066692.81,90668868.29,963631043.51,,,,56410436.91,,,,56556386.18,,,,,,,,,,,,,,,,,1020187429.69,34000000.0,,,,-4870248.16,1529624800.73,1524754552.57,2544941982.26,,,,,,,,,,,,,7884923.19,405828244.03,461943383.14,85667020.99,124524095.64,26441797.53,,187669404.2,,,,0
000915.SZ,20220730,20220730,20220630,1,1,2,234331485.0,63244992.58,1936333509.25,127957246.53,,1230468651.54,1015702600.85,248060505.34,90758382.06,6800992.6,31102107.07,,,84183564.34,,,,,,,,,664743.62,2707741547.42,,,106528816.89,166236204.24,,,,860366953.22,24885210.7,,61544.88,,,172128972.53,6452830.02,26133365.56,22705699.22,4373438.14,,23029446.69,1525144987.93,,,,,,,,,,,,,,,,,4232886535.35,,5832196.0,,,,,,38279582.79,683369.4,,,152861294.06,71351967.51,2041425.0,13363311.66,86477144.36,,,,,,,,,4138150.71,510289198.5,,,,,20642867.07,67860616.16,,88503483.23,,,,,,,,,,,,,,,,,598792681.73,,,,,1272226620.26,2361867233.36,3634093853.62,4232886535.35,,,,,,,,,,,,,,135260757.01,338818887.4,38279582.79,6800992.6,860428498.1,24885210.7,101881881.02,,,,0
000988.SZ,20220728,20220728,20220630,1,1,2,1005502707.0,2673498030.95,4048290336.91,143071272.92,,3019313833.99,132736904.59,281380499.23,3416966738.27,101002485.11,302310101.17,,,2409746930.21,,,,,,,,,52315063.41,11095173088.28,,,713416073.19,,,,,1635405999.32,46035194.76,,,,,285433452.59,24384665.9,,55962423.47,124011785.46,,2106000679.57,5044733803.19,,,,,,,,,,,,,,,,,16139906891.47,1098307250.0,1064978756.67,,,,,1693372746.53,2366062181.31,,,,61102814.42,177372012.84,1979937.37,172008.09,97120074.54,,,,,,,,525422914.94,552296498.89,6879037833.91,,,,,54596268.79,169003606.81,,1342452429.08,,,,,,,,,,,,,,,,,8221490262.99,,,,,35990772.42,7882425856.06,7918416628.48,16139906891.47,,12063508.28,,,,,,,,,,,779596695.41,339157888.31,3698347237.5,4059434927.84,101002485.11,1635405999.32,46035194.76,99272020.0,,,,0
000990.SZ,20220723,20220723,20220630,1,1,2,1253011919.0,13086269666.29,3644892553.9,327588147.59,17342176.27,2173258619.73,521304116.67,92639414.67,869012186.8,175935784.69,472059037.45,,,1109236995.32,,,,,,,,,1501127928.4,6968601696.54,,,1212241819.49,2482519213.37,,,,5266265586.84,356845423.72,,,,,497985407.12,16818318.29,6757158182.95,115122786.83,431725303.71,,13603329.0,18350330073.58,,,,,,,,,,,,,,,,,25318931770.12,713979000.0,2215000000.0,,,,,159757509.63,740175286.12,900184.0,,,66002977.72,38024052.82,,,201040457.65,,,,,,,,464045500.0,629149131.71,4622537232.15,830933333.36,,,,419311082.32,134616747.04,,2098840162.72,,,,,,,,,,,,,,,,,6721377394.87,510039097.7,,,,792539415.1,17805014960.15,18597554375.25,25318931770.12,,-14050405.2,,,,,,,,,,,,108442132.5,961651601.47,899932795.75,175935784.69,5266265586.84,356845423.72,201040457.65,,,,0
002107.SZ,20220716,20220716,20220630,1,1,2,577209600.0,2346187.13,89699206.81,57468353.07,,268707036.03,,6894213.46,109127706.44,3785704.18,4789431.88,,,155227934.91,,,,,,,,,7186526.91,579302512.14,,,,,,,,434237176.0,,,,,,53783959.41,,32508664.53,,2825682.84,,2603681.76,525959164.54,,,,,,,,,,,,,,,,,1105261676.68,,,,,,,6033496.0,42766314.74,,,,8496030.79,30351071.69,,,46889431.46,,,,,,,,,115423692.73,253160590.93,,,,,3509898.09,22244397.87,,25773963.68,,,,,,,,,,,,,,,,,278934554.61,,,,,99603775.06,726723347.01,826327122.07,1105261676.68,19667.72,,,,,,,,,,,,,3200553.52,116021919.9,48799810.74,3785704.18,434237176.0,,46889431.46,,,,0
002138.SZ,20220730,20220730,20220630,1,1,2,806318354.0,2115827703.94,2538838815.3,341075014.06,,607916607.98,,32220061.69,1566202744.24,7147136.15,17684850.95,,,1071431074.3,,,,,,,,,100361803.84,3803440225.69,,,171483750.6,,,,,4010105735.5,1670680551.43,,,,,533242312.18,,360050623.06,30199429.88,128684943.16,,191386977.63,7111320301.17,,,,,,,,,,,,,,,,,10914760526.86,1973355916.63,893791250.3,,,,,261157412.46,449440550.22,,,,85981314.72,75512735.74,0.0,2568870.0,634513249.86,,,,,,,,83522313.77,10818031.05,2517773950.44,,35000000.0,0.0,,284689657.0,160340119.54,,2454017330.14,,,,,,,,,,,,,,,,,4971791280.58,325542699.06,,,,483540019.44,5459429226.84,5942969246.28,10914760526.86,,-17087961.4,,,,,,,,,,,,20468222.32,1598422805.93,710597962.68,7147136.15,4010105735.5,1670680551.43,637082119.86,35000000.0,,,0
002139.SZ,20220727,20220727,20220630,1,1,2,1271027372.0,2220790003.13,1963038746.39,186397631.76,,1592155704.45,272602542.73,95010569.89,2383927027.15,56585892.25,79609133.72,,,2200490689.46,,,,,,,,,121602690.62,6988781793.28,,,24629564.82,107656655.34,,,,1720571118.72,143094482.19,,,,,443953334.22,86872635.77,110732042.84,92574156.03,93397197.17,,307315620.42,3186009795.07,,,,,,,,,,,,,,,,,10174791588.35,450511381.65,724668584.75,,,,,1253202540.98,1524099572.76,974629.25,,,139053053.22,68877876.53,,,303153820.38,,,,,,,,57373923.45,51893429.06,4263613210.78,,,,,29064435.66,15381300.0,,533602356.95,,,,,,,,,,,,,,,,,4797215567.73,281870057.36,,,,91869911.71,5285706108.91,5377576020.62,10174791588.35,,-73677587.01,,,,,,,,,,,,140315780.4,2478937597.04,2777302113.74,56585892.25,1720571118.72,143094482.19,303153820.38,,,,0
002151.SZ,20220726,20220726,20220630,1,1,2,512199997.0,3873297350.56,89712991.17,39811677.52,,1286878732.34,10662868.48,143472216.71,847755165.35,103616200.79,178294665.6,1600000.0,101598.58,1051183317.02,,,,,,,,,60477586.56,3684042351.43,,,255078814.26,,,,,739062675.15,257820466.01,,,,,510649904.15,200468295.46,644877741.16,14479179.29,90318550.44,,80714623.65,3205798970.53,,,,,,,,,,,,,,,,,6889841321.96,117000000.0,146000000.0,,,,,326037627.84,669314193.89,,,,55349891.68,34186009.13,,,170709506.85,,,,,,,,16754222.91,30000000.0,1623989936.04,,218180960.62,0.0,23419871.29,14674690.72,197171992.54,,583570959.71,,,,,,,,,,,,,,,,,2207560895.75,245442370.48,,,,460380722.38,4221899703.83,4682280426.21,6889841321.96,,-47679941.94,,,,,,,,,,,,175638483.74,991227382.06,995351821.73,105317799.37,739062675.15,257820466.01,170709506.85,218180960.62,,,0
002184.SZ,20220730,20220730,20220630,1,1,2,351908370.0,418871663.52,358578550.33,78117010.25,,416203335.87,21468320.7,27404641.45,668108479.73,23042279.27,48259329.63,12811603.19,0.0,465901960.91,,0.0,,,,,,,16835491.3,2059678584.23,,,19933219.44,57463857.47,,,,217942257.31,2329649.19,,,,,23925198.09,9037203.9,7012909.85,1837887.18,37432943.21,,,648627860.36,,,,,,,,,,,,,,,,,2708306444.59,,248729929.51,,,,,340740643.78,399795638.89,0.0,,,9041156.08,22274294.7,0.0,0.0,18789251.19,,,,,,,,5128514.75,8536322.55,1170071378.77,,,,10072455.37,10313928.78,4311646.19,,30708891.45,,,,,,,,,,,,,,,,,1200780270.22,0.0,,,,241604983.82,1265921190.55,1507526174.37,2708306444.59,,58445596.45,,,,,,,,,,,38401219.52,117035627.32,695513121.18,740536282.67,35853882.46,217942257.31,2329649.19,18789251.19,,,,0
002240.SZ,20220727,20220727,20220630,1,1,2,865349955.0,3557822575.63,3693344460.75,125378675.11,4715581.25,2857624914.94,70000000.0,,1019369349.66,195742609.78,112403473.94,,,1029750612.6,,,,,,,,,325373379.16,6897592104.47,,,458496750.6,,,,,1828025978.08,544647187.46,977829.61,,,,869885198.72,,2000722.67,195028649.03,37441127.69,,511698103.22,5425494670.76,,,,,,,,,,,,,,,,,12323086775.23,796177974.65,1539145031.82,,,,,,415647761.71,,,,16544036.92,522210753.17,,,299370473.18,,,,,,,,206318813.83,128085180.49,3198063954.38,,0.0,,77035919.17,19955210.91,51209105.02,,987832754.22,,,,,,,,,,,,,,,,,4185896708.6,163671050.0,,,,48234397.4,8088955669.23,8137190066.63,12323086775.23,,6015471.49,,,,,,,322360425.39,,,,,70741903.26,1019369349.66,415647761.71,195742609.78,1828025978.08,545625017.07,299370473.18,0.0,52751306.05,,0
002262.SZ,20220730,20220730,20220630,1,1,2,1007588092.0,119410371.18,3612083967.06,416640754.5,,1718373645.21,1000900000.0,,738446925.67,49568808.3,31228099.64,,,670905504.83,,,,,,,,,5122788.21,4228537758.4,,,84470686.77,53652559.29,,,,1081275046.05,40122526.51,,,,,94019974.75,88975001.96,,8987306.67,32209302.51,,121932333.07,1717813023.04,,,,,,,,,,,,,,,,,5946350781.44,230000.0,35000000.0,,,,,23116581.03,269787136.13,,,,1942.5,108134191.57,,,207846817.07,,,,,,,,26138662.22,1317885.7,690290647.38,,,,,,63597425.7,,110519864.52,,,,,,,,,,,,,,,,,800810511.9,,,,,-21134035.0,5166674304.54,5145540269.54,5946350781.44,,10951119.8,,,,,,,,,,,,18947431.16,738446925.67,292903717.16,49568808.3,1081275046.05,40122526.51,207846817.07,,,,0
002296.SZ,20220727,20220727,20220630,1,1,2,389616420.0,679719220.39,734849161.03,91850457.4,,150517928.88,,65975901.63,454926635.73,23494715.29,43461459.86,,,357172940.83,,160455479.45,,,,,,,22143691.51,1281206946.03,,,4752923.68,,,,,434455862.65,26733122.78,,,,,53517587.47,,,,101453543.68,,158540.4,940721297.07,,,,,,,,,,,,,,,,,2221928243.1,,,,,,,,154602990.67,,,,2491558.9,11273131.7,0.0,90000.0,87837728.16,,,,,,,,,611311.07,455845306.33,,,,,39921206.44,,,39921206.44,,,,,,,,,,,,,,,,,495766512.77,102757128.87,,,,26184615.24,1699977115.09,1726161730.33,2221928243.1,,-93301014.86,,,,,,,3058192.85,,,,,198938585.83,520902537.36,154602990.67,23494715.29,434455862.65,26733122.78,87927728.16,,299415616.41,,0
002369.SZ,20220729,20220729,20220630,1,1,2,576769204.0,1287693616.72,-707254787.32,76987528.95,,238504451.05,0.0,,506829979.45,30364484.53,2652124.21,,,133900898.96,,,,,,,,,8887174.38,929385863.44,,,,169807414.78,,,,807033642.68,102627222.09,,,,,7566889.62,,,87268466.88,89408164.51,,4883189.41,1930866342.62,,,,,,,,,,,,,,,,,2860252206.06,111500000.0,29000000.0,,,,,106287092.22,544202335.91,1854466.64,,,45535679.32,26470588.8,232774.33,0.0,80162298.45,,,,,,,,98888553.6,582555.62,946677664.19,,4744681.09,0.0,46364023.29,2129002.7,89820038.02,,754424794.97,,,,,,,,,,,,,,,,,1701102459.16,75252122.95,,,,,1159149746.9,1159149746.9,2860252206.06,,206307.5,,,,,,,,,,,,13461319.3,506829979.45,650489428.13,30364484.53,807033642.68,102627222.09,80395072.78,4744681.09,,,0
002471.SZ,20220730,20220730,20220630,1,1,2,1268000000.0,41245.19,81059194.05,,7671848.69,670788127.47,,99015397.5,2942422448.81,120260545.83,10217587.71,,,758554578.57,,,,,,,,,53933932.22,4699656283.68,,,13714698.91,13365287.1,,,,486538017.85,15795376.42,,,,,172071986.98,12789434.86,23816518.93,20091283.94,94254797.84,,2497829.42,1301231568.81,,,,,,,,,,,,,,,,,6000887852.49,,1993330977.97,,,,,879757950.73,1006466424.83,722477.08,,,26795093.62,12756090.88,0.0,5012720.0,165623168.7,,,,,,,,532239.96,55402673.09,4314642283.43,,,,272790536.65,12004354.17,5742723.07,,311318041.28,,,,,,,,,,,,,,,,,4625960324.71,,,,,40017129.49,1334910398.29,1374927527.78,6000887852.49,,-21861889.64,,,,,,,21838221.05,,,,,168242466.57,3041437846.31,1886224375.56,120260545.83,486538017.85,15795376.42,170635888.7,,,,0
002507.SZ,20220730,20220730,20220630,1,1,2,887630022.0,3202939846.43,2988984389.31,293102633.85,,3421413623.99,,,46581162.65,2837580.08,13850634.26,,,533050583.95,,,,,,,,,2292330316.32,6310063901.25,,,,,,,,1163003433.17,80908444.35,22140.02,,,,502014744.71,,38913076.54,,22522893.14,,1661600.0,1813602872.34,,,,,,,,,,,,,,,,,8123666773.59,,,,,,,,194193904.57,,,,65769192.25,80739274.56,,,108864576.99,,,,,,,,,23496671.38,638345465.98,,0.0,11833343.46,,19543884.16,79115105.38,,112664416.02,,,,,,,,,,,,,,,,,751009882.0,,,,,,7372656891.59,7372656891.59,8123666773.59,,,,,,,,,,,,,,165281846.23,46581162.65,194193904.57,2837580.08,1163003433.17,80930584.37,108864576.99,11833343.46,,,0
002533.SZ,20220729,20220729,20220630,1,1,2,734049347.0,1394623644.34,1071508260.93,197476312.35,,1125089320.85,245420800.49,413934672.85,1816757658.7,90851535.26,80335587.84,,,1379539503.33,,,,,,,,,69185895.96,5697181160.82,,,59456587.36,333044058.18,,,,1339872484.93,145194030.6,,,,,227320624.78,,,19029305.59,77215103.46,,73713573.45,2304843406.24,,,,,,,,,,,,,,,,,8002024567.06,495000000.0,557215033.73,,,,73029577.5,1752369083.27,380420277.93,5044301.65,,,82169513.83,25619962.18,0.0,14959681.47,296559589.46,,,,,,,,,49592326.64,3719855582.87,,,,,21873849.17,74630537.71,3125388.55,608189332.23,,,,,,,,,,,,,,,,,4328044915.1,1356270.0,,,,320138144.13,3353841507.83,3673979651.96,8002024567.06,,-42351501.79,,,,,,,,,,,171008549.7,482876235.21,2230692331.55,2132789361.2,90851535.26,1339872484.93,145194030.6,311519270.93,,,,0
002549.SZ,20220728,20220728,20220630,1,1,2,623700000.0,40242540.25,398441714.9,66310875.03,11627524.69,517782445.0,246619936.29,3060118.59,58867624.16,4918531.76,20818558.76,,,49526141.59,,,,,,,,,50656217.36,954372216.31,,,,,,,,721822111.74,17518717.22,5444856.41,,,,87196985.34,,,,16574982.32,,53140822.75,903524327.2,,,,,,,,,,,,,,,,,1857896543.51,55500000.0,490426083.34,,,,,1950000.0,32493963.62,,,,996252.98,21851438.85,,,6803750.62,,,,,,,,67018703.85,1641883.55,624952225.33,,7931500.0,0.0,,138611.9,25076608.85,,90209062.82,,,,,,,,,,,,,,,,,715161288.15,,,,,2412600.49,1140322654.87,1142735255.36,1857896543.51,,,,,,,,,,,,,,1770148.52,61927742.75,34443963.62,4918531.76,721822111.74,22963573.63,6803750.62,7931500.0,,,0
