ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,end_type,total_share,cap_rese,undistr_porfit,surplus_rese,special_rese,money_cap,trad_asset,notes_receiv,accounts_receiv,oth_receiv,prepayment,div_receiv,int_receiv,inventories,amor_exp,nca_within_1y,sett_rsrv,loanto_oth_bank_fi,premium_receiv,reinsur_receiv,reinsur_res_receiv,pur_resale_fa,oth_cur_assets,total_cur_assets,fa_avail_for_sale,htm_invest,lt_eqt_invest,invest_real_estate,time_deposits,oth_assets,lt_rec,fix_assets,cip,const_materials,fixed_assets_disp,produc_bio_assets,oil_and_gas_assets,intan_assets,r_and_d,goodwill,lt_amor_exp,defer_tax_assets,decr_in_disbur,oth_nca,total_nca,cash_reser_cb,depos_in_oth_bfi,prec_metals,deriv_assets,rr_reins_une_prem,rr_reins_outstd_cla,rr_reins_lins_liab,rr_reins_lthins_liab,refund_depos,ph_pledge_loans,refund_cap_depos,indep_acct_assets,client_depos,client_prov,transac_seat_fee,invest_as_receiv,total_assets,lt_borr,st_borr,cb_borr,depos_ib_deposits,loan_oth_bank,trading_fl,notes_payable,acct_payable,adv_receipts,sold_for_repur_fa,comm_payable,payroll_payable,taxes_payable,int_payable,div_payable,oth_payable,acc_exp,deferred_inc,st_bonds_payable,payable_to_reinsurer,rsrv_insur_cont,acting_trading_sec,acting_uw_sec,non_cur_liab_due_1y,oth_cur_liab,total_cur_liab,bond_payable,lt_payable,specific_payables,estimated_liab,defer_tax_liab,defer_inc_non_cur_liab,oth_ncl,total_ncl,depos_oth_bfi,deriv_liab,depos,agency_bus_liab,oth_liab,prem_receiv_adva,depos_received,ph_invest,reser_une_prem,reser_outstd_claims,reser_lins_liab,reser_lthins_liab,indept_acc_liab,pledge_borr,indem_payable,policy_div_payable,total_liab,treasury_share,ordin_risk_reser,forex_differ,invest_loss_unconf,minority_int,total_hldr_eqy_exc_min_int,total_hldr_eqy_inc_min_int,total_liab_hldr_eqy,lt_payroll_payable,oth_comp_income,oth_eqt_tools,oth_eqt_tools_p_shr,lending_funds,acc_receivable,st_fin_payable,payables,hfs_assets,hfs_sales,cost_fin_assets,fair_value_fin_assets,contract_assets,contract_liab,accounts_receiv_bill,accounts_pay,oth_rcv_total,fix_assets_total,cip_total,oth_pay_total,long_pay_total,debt_invest,oth_debt_invest,update_flag
605122.SH,20200103,20200103,20190630,1,1,2,92210000.0,182375573.52,307270037.27,24669243.0,14968067.04,138670652.49,,135518070.7,1048909551.9,,616591.95,,,14444435.18,,,,,,,,,3843097.35,1345599756.08,,,,,,,,238323648.95,4538872.0,,,,,237217364.95,,,10229761.0,15789465.93,,4718164.22,522158093.73,,,,,,,,,,,,,,,,,1867757849.81,,428324000.0,,,,,69087939.0,522979972.52,22324715.17,,,10939205.17,23860997.24,574200.0,7027000.0,23049700.0,,,,,,,,12011192.29,,1120179008.4,,,,,,80322839.57,,126085920.58,,,,,,,,,,,,,,,,,1246264928.98,,,,,,621492920.83,621492920.83,1867757849.81,,,,,,,,,,,,,,,1184427622.6,592067911.52,3597356.51,238323648.95,4538872.0,30650987.01,45763081.01,,,1
605081.SH,20200103,20200103,20190630,1,1,2,58571429.0,507671526.43,121833197.61,9614127.9,,203940696.79,,750000.0,445636866.32,,1626590.42,,,5788364.42,,5256989.55,,,,,,,159048.43,673204122.53,,,,,,,22373721.31,12088073.39,,,,,,275524.73,,,3670509.11,12275795.23,,128846688.4,179530312.17,,,,,,,,,,,,,,,,,852734434.7,,,,,,,842515.88,67222622.16,229398.33,,,10729006.93,31527639.5,,,,,,,,,,,,24176813.16,141647081.06,,,,13397072.7,,,,13397072.7,,,,,,,,,,,,,,,,,155044153.76,,,,,,697690280.94,697690280.94,852734434.7,,,,,,,,,,,,,,,446386866.32,68065138.04,10045566.6,12088073.39,,6919085.1,,,,1
605303.SH,20200327,20200327,20190630,1,1,2,120928056.0,351653749.55,363791199.82,36656258.59,,152625341.88,,40144355.22,984966533.86,60317551.86,5906742.14,,,617470627.7,,,,,,,,,43662009.54,1905093162.2,,,,,,,520306518.93,2895171.8,,,,,,329632.93,,,32410938.54,23419413.73,,,581561675.93,,,,,,,,,,,,,,,,,2486654838.13,305000000.0,41900000.0,,,,,161503855.99,968283327.74,4569828.45,,,7075032.97,10477763.84,495900.0,,7799400.0,,,,,,,,,65066301.55,1267171383.66,,,,11584961.87,,5036685.0,,321621646.87,,,,,,,,,,,,,,,,,1588793030.53,,,,,24832543.64,873029263.96,897861807.6,2486654838.13,,,,,,,,,,,,,,,1025110889.08,1129787183.73,60317551.86,2895171.8,,8295273.12,,,,1
300931.SZ,20200103,20200103,20190630,1,1,2,180106000.0,96451813.65,128966550.59,16365561.25,5254388.71,209019668.21,,8420799.0,211010981.56,,9300705.45,,,85007208.7,,,,,,,,,5310285.41,536649897.96,,,,,,,,49032403.3,4205606.93,,,,,15221133.45,,,,5609615.62,,8477888.0,82546647.3,,,,,,,,,,,,,,,,,619196545.26,,,,,,,14250000.0,91331133.86,70374473.78,,,3576133.84,5107904.01,,,,,,,,,,,,,186262159.65,,,,4954825.61,,835245.8,,5790071.41,,,,,,,,,,,,,,,,,192052231.06,,,,,,427144314.2,427144314.2,619196545.26,,,,,,,,,,,,,,,219431780.56,105581133.86,8580249.63,49032403.3,4205606.93,1622514.16,,,,1
605228.SH,20200103,20200103,20190630,1,1,2,340000000.0,291085787.66,156678831.18,12263800.67,,172431014.14,,156462005.63,301610097.13,,33123247.23,,,296378230.35,,,,,,,,,7742570.18,969033153.91,,,,,,,,551834700.0,,,505900.0,,,151829464.41,,,36056216.54,13842256.04,,32583754.35,812659673.18,,,,,,,,,,,,,,,,,1781692827.09,,326550000.0,,,,,220056824.91,329930290.64,7122549.27,,,22038667.77,34210295.07,,,,,,,,,,,9330954.69,,952974773.91,,,,1613865.52,7346161.55,16957265.72,,25917292.79,,,,,,,,,,,,,,,,,978892066.7,,,,,2701547.82,800099212.57,802800760.39,1781692827.09,,70793.06,,,,,,,,,,,,,458072102.76,549987115.55,1285989.25,552340567.15,26007414.69,3735191.56,,,,1
605277.SH,20200120,20200120,20190630,1,1,2,100080000.0,151053842.88,59009477.05,3498633.86,,29496481.41,,,246820468.69,,1265189.86,,,77188593.98,,,,,,,,,1533114.04,373953078.14,,,,445237.46,,,,52310082.09,2442391.27,,,,,56268372.74,,,,4144456.1,,16700.0,115627239.66,,,,,,,,,,,,,,,,,489580317.8,19400000.0,71600000.0,,,,,34560000.0,35780475.67,1546826.4,,,7187233.34,3157258.21,,,,,,,,,,,400000.0,,156141527.07,,,,,,396836.94,,19796836.94,,,,,,,,,,,,,,,,,175938364.01,,,,,,313641953.79,313641953.79,489580317.8,,,,,,,,,,,,,,,246820468.69,70340475.67,1746317.14,52310082.09,2442391.27,1909733.45,,,,1
300894.SZ,20200103,20200103,20190630,1,1,2,364500000.0,525706.35,66119637.8,32247906.9,,143616142.6,,,4866287.05,,7080274.14,,,150062099.88,,,,,,,,,11264959.03,320583959.08,,,,,,,,445322382.04,48626679.12,,,,,53179444.88,,,1996931.99,10171972.7,,12826797.06,572124207.79,,,,,,,,,,,,,,,,,892708166.87,,19800000.0,,,,,68021600.0,147995803.77,39449539.6,,,17586741.02,11697408.43,,,,,,,,,,,,59302697.43,421549386.46,,,,2880526.11,,4885003.25,,7765529.36,,,,,,,,,,,,,,,,,429314915.82,,,,,,463393251.05,463393251.05,892708166.87,,,,,,,,,,,,,,,4866287.05,216017403.77,3025028.97,445322382.04,48626679.12,57695596.21,,,,1
003029.SZ,20200116,20200116,20190630,1,1,2,135300000.0,338715893.74,121279276.8,22176157.7,,506163224.2,,,206183132.22,28089221.08,4693332.54,,,211420633.31,,,,,,,,,1706941.77,958256485.12,,,16778073.56,,,,,6072127.62,,,,,,909977.3,,,8500578.01,12981720.65,,514635.83,53043662.97,,,,,,,,,,,,,,,,,1011300148.09,2600000.0,,,,,,,158099294.72,181293714.01,,,33969983.68,8235601.89,,1158840.0,4163475.06,,,,,,,,2400000.0,,389320909.36,,,,,,84297.94,,2684297.94,,,,,,,,,,,,,,,,,392005207.3,,,,,2817230.68,616477710.11,619294940.79,1011300148.09,,-993618.13,,,,,,,,,,,,,206183132.22,158099294.72,28089221.08,6072127.62,,5322315.06,,,,1
003023.SZ,20200116,20200116,20190630,1,1,2,60732000.0,37643415.22,528623623.87,101154828.47,3375698.09,393951074.73,,10075409.0,92320590.01,,8752015.97,,,432945891.34,,,,,,,,,14565735.23,965556902.27,,,,3151925.06,,,,263821282.5,29922319.26,,,,,66318987.31,,,3376873.47,7617026.51,,2938320.7,377146734.81,,,,,,,,,,,,,,,,,1342703637.08,,36000000.0,,,,,127631444.0,102209724.04,235508419.72,,,28018258.51,9484692.87,,,,,,,,,,,,,568857154.69,,,,,,1255833.33,,1255833.33,,,,,,,,,,,,,,,,,570112988.02,,,,,42722083.41,729868565.65,772590649.06,1342703637.08,,-1661000.0,,,,,,,,,,,,,102395999.01,229841168.04,12946185.99,263821282.5,29922319.26,30004615.55,,,,1
605376.SH,20200114,20200114,20190630,1,1,2,196200000.0,74357600.0,208408000.0,12242200.0,,34230100.0,,576200.0,148865000.0,3671300.0,7565700.0,,28500.0,130580900.0,,,,,,,,,170400.0,325688200.0,,,,,,,,218337400.0,249100.0,,,,,73245800.0,,,8177200.0,9422800.0,,57500.0,309489800.0,,,,,,,,,,,,,,,,,635178000.0,,81711800.0,,,,5996300.0,,28004200.0,1197200.0,,,8399600.0,7194500.0,153300.0,,1579400.0,,,,,,,,,,134236400.0,,,,,,9733800.0,,9733800.0,,,,,,,,,,,,,,,,,143970200.0,,,,,,491207800.0,491207800.0,635178000.0,,,,,,,,,,,,,,,149441200.0,28004200.0,3699800.0,218337400.0,249100.0,1732700.0,,,,1
601686.SH,20200320,20200320,20190630,1,1,2,1269556600.0,110714182.84,1725124830.98,138732887.6,,1724093862.33,120094602.98,113712037.25,288321247.66,50145702.16,793469734.51,,,2155649055.43,,,,,,,,,166123955.55,5453257336.99,,,,6802241.62,,,,2088033270.28,102306870.19,,,,,358579880.41,,3260778.2,18443555.73,39676206.29,,,2617102802.72,,,,,,,,,,,,,,,,,8070360139.71,90000000.0,1098000000.0,,,,,2242973330.0,338049628.36,220845823.63,,,108678711.92,87183645.21,1818700.0,,45160200.0,,,,,,,,10000000.0,29118658.95,4181828672.21,,,,,,114945816.66,,204945816.66,,,,,,,,,,,,,,,,,4386774488.87,,,,,439457149.42,3244128501.42,3683585650.84,8070360139.71,,,,,,,,,,,,,,,402033284.91,2581022958.36,50145702.16,2088033270.28,102306870.19,46978874.14,,,,1
605258.SH,20200114,20200114,20190630,1,1,2,66000000.0,76900810.4,260192226.81,22537807.0,,30307451.16,,48375755.75,203364573.9,,3999725.21,,,85235155.03,,,,,,,,,65941.36,372075391.09,,,3065935.07,,,,,151002067.51,72033324.83,,,,,58091335.06,,,483833.15,1408281.4,,6376894.0,292461671.02,,,,,,,,,,,,,,,,,664537062.11,,122000000.0,,,,,20925000.0,64435307.3,46529.1,,,11995011.27,10350695.73,,,,,,,,,,,,,231396800.34,,,,,,6751140.42,,6751140.42,,,,,,,,,,,,,,,,,238147940.76,,,,,758277.14,425630844.21,426389121.35,664537062.11,,,,,,,,,,,,,,,251740329.65,85360307.3,726788.68,151002067.51,72033324.83,1644256.94,,,,1
605177.SH,20200110,20200110,20190630,1,1,2,85200000.0,374623000.0,330053800.0,5819500.0,603100.0,117048700.0,,25106600.0,108436700.0,3079400.0,3631800.0,,,293993600.0,,,,,,,,,170200.0,551466900.0,,,,3000.0,,,,465645000.0,38767200.0,1752400.0,,,,49925700.0,,,1519400.0,4895200.0,,2640600.0,565148600.0,,,,,,,,,,,,,,,,,1116615400.0,,68500000.0,,,,,55000000.0,142504000.0,1719800.0,,,15745400.0,8898800.0,91200.0,,6702000.0,,,,,,,,,,299161200.0,,,,3891100.0,,17746500.0,,21637600.0,,,,,,,,,,,,,,,,,320798700.0,,,,,,795816700.0,795816700.0,1116615400.0,,-482700.0,,,,,,,,,,,,,133543300.0,197504000.0,3079400.0,465645000.0,40519700.0,6793200.0,,,,1
300902.SZ,20200103,20200103,20190630,1,1,2,95985000.0,8220239.88,167093449.24,10345744.65,,14860477.76,,40072561.84,97310673.77,,895638.19,,,40258257.23,,,,,,,,,1899889.65,197235071.82,,,,,,,,104016651.52,7726132.79,,,,,25270290.71,,113707.5,428961.4,4631980.75,,,142187724.67,,,,,,,,,,,,,,,,,339422796.49,,6000000.0,,,,,12837086.67,21476558.51,1106953.85,,,3699814.63,3083024.55,,,,,,,,,,,,,52491047.84,,,,,534006.39,3488484.61,,4022491.0,,,,,,,,,,,,,,,,,56513538.84,,,,,1264823.88,281644433.77,282909257.65,339422796.49,,,,,,,,,,,,,,,137383235.61,34313645.18,1937573.38,104016651.52,7726132.79,4287609.63,,,,1
605018.SH,20200116,20200116,20190630,1,1,2,375000000.0,461265332.15,416024116.3,19736856.77,,176618735.31,,87804628.91,186297222.49,,42646491.06,,,251163426.15,,,,,,,,,15007785.49,761678403.85,,,193795959.49,,,,,491272842.83,129884879.96,,,,,68099900.05,,,10957749.71,9638041.19,,55597668.02,967838229.22,,,,,,,,,,,,,,,,,1729516633.07,,215700000.0,,,,,23738100.0,157759018.47,1399765.05,,,20010230.51,18925401.71,255309.0,,2007839.19,,,,,,,,,,439795663.93,,,,,6665679.05,12226475.1,,18892154.15,,,,,,,,,,,,,,,,,458687818.08,,,,,,1270828814.99,1270828814.99,1729516633.07,,-1197490.23,,,,,,,,,,,,,274101851.4,181497118.47,2140114.44,491272842.83,129884879.96,2263148.19,,,,1
003005.SZ,20200114,20200114,20190630,1,1,2,79500000.0,41609272.98,278534717.4,11410505.55,,65142285.25,,22697490.05,227744594.06,,14215029.91,,,177348308.95,,,,,,,,,135864682.15,668248427.97,,,,,,,,4816836.18,75670798.91,,,,,89911732.77,,,1110596.0,7870827.83,,341262.14,179722053.83,,,,,,,,,,,,,,,,,847970481.8,11154827.46,5000000.0,,,,,31316528.33,191232380.2,94383633.55,,,18424050.24,47141401.08,,,,,,,,,,,24615327.53,,415260330.24,,,,8347946.38,,1730000.0,,21232773.84,,,,,,,,,,,,,,,,,436493104.08,,,,,422881.79,411054495.93,411477377.72,847970481.8,,,,,,,,,,,,,,,250442084.11,222548908.53,25236037.6,4816836.18,75670798.91,3147009.31,,,,1
300888.SZ,20200103,20200103,20190630,1,1,2,376492308.0,948913284.1,1435133554.2,83434723.09,,395291987.34,,,401368354.42,,69436972.08,,,785772188.94,,,,,,,,,94570933.84,1862482538.35,,,7987125.31,,,,,1037924251.38,739031376.97,,,,,126961079.58,,,144254900.31,54098644.3,,38501257.08,2148758634.93,,,,,,,,,,,,,,,,,4011241173.28,124776883.74,260000000.0,,,,2025325.0,75342297.84,378430175.49,25508122.01,,,72200943.7,72032142.26,473400.0,,,,,,,,,,4992279.96,,995053875.34,,,,655717.84,,44195822.34,,169628423.92,,,,,,,,,,,,,,,,,1164682299.26,,,,,2645225.17,2843913648.85,2846558874.02,4011241173.28,,-60220.54,,,,,,,,,,,,,401368354.42,453772473.33,101209593.06,1037924251.38,739031376.97,104522589.08,,,,1
300882.SZ,20200110,20200110,20190630,1,1,2,117940000.0,60351408.04,149439137.99,16819574.99,,197263492.17,,28421106.25,285102290.1,,7203755.59,,,41051769.96,,,,,,,,,,561927699.0,,,,,,,,44148949.04,11119995.31,,,,,20508814.18,,,,3788201.19,,,82685959.72,,,,,,,,,,,,,,,,,644613658.72,,,,,,,103845285.7,173585398.29,1799620.02,,,11525089.65,3059934.42,,,,,,,,,,,,,294849033.58,,,,4185129.12,,1029375.0,,5214504.12,,,,,,,,,,,,,,,,,300063537.7,,,,,,344550121.02,344550121.02,644613658.72,,,,,,,,,,,,,,,313523396.35,277430683.99,2885284.93,44148949.04,11119995.31,1033705.5,,,,0
300870.SZ,20200110,20200110,20190630,1,1,2,75900000.0,197006288.84,100984309.4,8523573.62,,85890413.42,,2130990.03,332362482.48,13755504.12,289721.47,,,120241609.47,,,,,,,,,5010878.81,559681599.8,,,,,,,,132612511.28,11227195.49,,,,,22044486.93,,,18336320.77,4036569.38,,5292760.36,193549844.21,,,,,,,,,,,,,,,,,753231444.01,,6531831.08,,,,,37500000.0,284981302.0,1715871.66,,,16486539.56,1612276.17,,,14509296.76,,,,,,,,,,363337117.23,,,,,,7485836.81,,7485836.81,,,,,,,,,,,,,,,,,370822954.04,,,,,,382408489.97,382408489.97,753231444.01,,-5681.89,,,,,,,,,,,,,334493472.51,322481302.0,13755504.12,132612511.28,11227195.49,14509296.76,,,,1
605318.SH,20200116,20200116,20190630,1,1,2,96878364.0,167745870.59,86777352.26,7240668.44,,194106518.43,,300000.0,13104374.45,1788087.93,8296062.89,,,79796831.55,,,,,,,,,36598900.7,333990775.95,,,,,,,,88321290.06,31819999.49,,,,,56629062.2,,,,2709267.93,,,179479619.68,,,,,,,,,,,,,,,,,513470395.63,3000000.0,,,,,,,91741830.05,24691408.68,,,7516899.12,6737749.51,,,20799392.81,,,,,,,,,,151487280.17,,,,,,340860.17,,3340860.17,,,,,,,,,,,,,,,,,154828140.34,,,,,,358642255.29,358642255.29,513470395.63,,,,,,,,,,,,,,,13404374.45,91741830.05,1788087.93,88321290.06,31819999.49,20799392.81,,,,1
