ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,end_type,total_share,cap_rese,undistr_porfit,surplus_rese,special_rese,money_cap,trad_asset,notes_receiv,accounts_receiv,oth_receiv,prepayment,div_receiv,int_receiv,inventories,amor_exp,nca_within_1y,sett_rsrv,loanto_oth_bank_fi,premium_receiv,reinsur_receiv,reinsur_res_receiv,pur_resale_fa,oth_cur_assets,total_cur_assets,fa_avail_for_sale,htm_invest,lt_eqt_invest,invest_real_estate,time_deposits,oth_assets,lt_rec,fix_assets,cip,const_materials,fixed_assets_disp,produc_bio_assets,oil_and_gas_assets,intan_assets,r_and_d,goodwill,lt_amor_exp,defer_tax_assets,decr_in_disbur,oth_nca,total_nca,cash_reser_cb,depos_in_oth_bfi,prec_metals,deriv_assets,rr_reins_une_prem,rr_reins_outstd_cla,rr_reins_lins_liab,rr_reins_lthins_liab,refund_depos,ph_pledge_loans,refund_cap_depos,indep_acct_assets,client_depos,client_prov,transac_seat_fee,invest_as_receiv,total_assets,lt_borr,st_borr,cb_borr,depos_ib_deposits,loan_oth_bank,trading_fl,notes_payable,acct_payable,adv_receipts,sold_for_repur_fa,comm_payable,payroll_payable,taxes_payable,int_payable,div_payable,oth_payable,acc_exp,deferred_inc,st_bonds_payable,payable_to_reinsurer,rsrv_insur_cont,acting_trading_sec,acting_uw_sec,non_cur_liab_due_1y,oth_cur_liab,total_cur_liab,bond_payable,lt_payable,specific_payables,estimated_liab,defer_tax_liab,defer_inc_non_cur_liab,oth_ncl,total_ncl,depos_oth_bfi,deriv_liab,depos,agency_bus_liab,oth_liab,prem_receiv_adva,depos_received,ph_invest,reser_une_prem,reser_outstd_claims,reser_lins_liab,reser_lthins_liab,indept_acc_liab,pledge_borr,indem_payable,policy_div_payable,total_liab,treasury_share,ordin_risk_reser,forex_differ,invest_loss_unconf,minority_int,total_hldr_eqy_exc_min_int,total_hldr_eqy_inc_min_int,total_liab_hldr_eqy,lt_payroll_payable,oth_comp_income,oth_eqt_tools,oth_eqt_tools_p_shr,lending_funds,acc_receivable,st_fin_payable,payables,hfs_assets,hfs_sales,cost_fin_assets,fair_value_fin_assets,contract_assets,contract_liab,accounts_receiv_bill,accounts_pay,oth_rcv_total,fix_assets_total,cip_total,oth_pay_total,long_pay_total,debt_invest,oth_debt_invest,update_flag
301088.SZ,20210928,20210928,20210630,1,1,2,171000000.0,106531553.24,335944842.94,25966911.72,,14619577.35,256614225.61,,,836040.56,49886902.79,,,265314168.93,,,,,,,,,3266503.59,590537418.83,,,,,,,,23018281.99,34300908.53,,,,,18641563.17,,,,19095729.76,,,95056483.45,,,,,,,,,,,,,,,,,685593902.28,,,,,,,,16259961.47,,,,3698155.98,15846860.47,,,7443630.33,,,,,,,,,271787.46,43520395.71,,,,,630198.67,2000000.0,,2630198.67,,,,,,,,,,,,,,,,,46150594.38,,,,,,639443307.9,639443307.9,685593902.28,,,,,,,,,,,,,,,,16259961.47,836040.56,23018281.99,34300908.53,7443630.33,,,,0
301087.SZ,20210928,20210928,20210630,1,1,2,120000000.0,430694255.89,621807260.43,34745108.05,,203681090.16,,,241275801.49,45120405.91,64711670.65,,,437879405.43,,,,,,,,,27135477.19,1031197357.21,,,4785192.71,,,,,188790037.35,202486134.1,,,,,201117717.29,,11601620.75,33744736.75,10006034.11,,27323942.94,773742306.41,,,,,,,,,,,,,,,,,1804939663.62,,30000000.0,,,,,115083670.55,215095558.37,1711206.66,,,16330512.91,25953142.81,34583.3,,21474623.5,,,,,,,,38024710.11,30150.8,463970088.21,,10000000.0,,,3548073.37,56646317.7,,129692389.95,,,,,,,,,,,,,,,,,593662478.16,,,,,4030561.09,1207246624.37,1211277185.46,1804939663.62,,,,,,,,,,,,,,231929.2,241275801.49,330179228.92,45120405.91,188790037.35,202486134.1,21509206.8,10000000.0,,,0
301085.SZ,20210927,20210927,20210630,1,1,2,60000000.0,119586582.21,210198000.59,10113042.59,,130323597.17,,199920.0,310534242.54,3562598.72,41426347.31,,,39376333.47,,,,,,,,,13230932.62,538653971.83,,,,,,,,6130070.32,,,,,,1251664.51,,865400.38,363052.96,544049.89,,,15561831.82,,,,,,,,,,,,,,,,,554215803.65,,50089183.41,,,,,,41796306.42,,,,16113280.38,18141124.75,,,1115314.3,,,,,,,,,1460136.09,153127300.65,,,,,1581.61,,,5961906.58,,,,,,,,,,,,,,,,,159089207.23,,,,,,395126596.42,395126596.42,554215803.65,,-4771028.97,,,,,,,,,,,,24411955.3,310734162.54,41796306.42,3562598.72,6130070.32,,1115314.3,,,,0
688553.SH,20210927,20210927,20210630,1,1,2,360000000.0,175924483.48,450081714.58,32619786.18,,187732229.87,415000300.0,,51825374.41,,57948054.46,,,119340680.67,,,,,,,,,28035765.74,875493432.93,,,53757990.69,,,,,252553900.95,202719783.07,,,,,58988661.79,,,,8244697.02,,90197584.75,675773784.54,,,,,,,,,,,,,,,,,1551267217.47,,1001208.33,,,,,,40175108.99,,,,19864255.5,20974430.56,,,,,,,,,,,5803772.52,866644.3,466076364.91,,,,,,21608232.89,50018333.33,75651447.62,,,,,,,,,,,,,,,,,541727812.53,,,,,,1009539404.94,1009539404.94,1551267217.47,,-9086579.3,,,,,,,,,,,,16353758.84,51825374.41,40175108.99,15611027.78,252553900.95,202719783.07,361037185.87,,,,0
688737.SH,20210927,20210927,20210630,1,1,2,64526232.0,301639976.35,202021574.79,20550371.95,,98622435.91,,111774685.36,400475305.5,2442651.87,7196848.32,,,143195455.11,,,,,,,,,18450096.07,889361991.51,,,,,,,,148195080.01,22519227.69,,,,,36618675.71,,,177677.0,14922716.46,,32028199.23,257384537.06,,,,,,,,,,,,,,,,,1146746528.57,,193633029.23,,,,,22392361.13,145537057.33,,,,12266600.06,15340670.64,,,4904094.25,,,,,,,,3305222.29,81889218.05,479763200.22,,,,20873352.13,319111.0,45346448.08,1790541.61,70980405.03,,,,,,,,,,,,,,,,,550743605.25,,,,,7264768.23,588738155.09,596002923.32,1146746528.57,,,,,,,,,,,,,,494947.24,512249990.86,167929418.46,2442651.87,148195080.01,22519227.69,4904094.25,,,,0
605566.SH,20210924,20210924,20210630,1,1,2,100000000.0,445918181.18,404714197.87,30519169.38,12983409.66,139896436.59,,,238505987.29,,790659.5,,,305253675.39,,,,,,,,,8532318.73,898600390.98,,,,,,,,,,,,,,155621811.06,,53927145.69,1063050.0,3216489.48,,2002068.98,587872389.49,,,,,,,,,,,,,,,,,1486472780.47,59290986.46,100048125.0,,,,68050.0,151217006.49,126285591.26,,,,6513735.73,28892709.01,,,,,,,,,,,10767184.09,305234.94,431436907.51,,,,,2643328.93,,,61934315.39,,,,,,,,,,,,,,,,,493371222.9,,,,,,993101557.57,993101557.57,1486472780.47,,-1033400.52,,,,,,,,,,,,2347961.06,238505987.29,277502597.75,246796.27,220071380.68,151636560.6,4991309.93,,,,1
301083.SZ,20210924,20210924,20210630,1,1,2,133400000.0,62342063.96,121433544.22,26259998.81,,149945635.09,7364514.0,20989461.75,67223470.8,1358792.23,7490956.39,,,90074409.15,,,,,,,,,5181066.83,349965206.52,,,,,,,,96206425.96,141509.43,,,,,40939015.94,,,2337483.29,3415784.16,,,143040218.78,,,,,,,,,,,,,,,,,493005425.3,,,,,,,,97405011.7,,,,6086420.04,4740040.25,,,16306050.48,,,,,,,,,2844800.0,135917783.92,,,,193190.89,,8127138.32,,8320329.21,,,,,,,,,,,,,,,,,144238113.13,,,,,5331705.18,343435606.99,348767312.17,493005425.3,,,,,,,,,,,,,336900.28,8535461.45,88212932.55,97405011.7,1358792.23,96206425.96,141509.43,16306050.48,,,,0
605555.SH,20210924,20210924,20210630,1,1,2,139980000.0,43191983.8,446976009.24,33066983.19,,390408990.61,128327659.18,5904.25,939330799.94,19429951.06,27066333.15,,,364647684.67,,,,,,,,,19511501.54,1888728824.4,,,,2473755.5,,,,290195597.05,13557244.23,,,,,113853608.44,,,31210084.98,5016458.34,,16012937.12,509907400.2,,,,,,,,,,,,,,,,,2398636224.6,59800000.0,226552023.74,,,,,630498459.14,613802372.87,,,,37258030.0,28818601.57,,,31453168.77,,,,,,,,23825817.71,4337112.02,1630274559.47,,,,,3488554.56,9250216.11,,106530144.18,,,,,,,,,,,,,,,,,1736804703.65,,,,,,661831520.95,661831520.95,2398636224.6,,-1383455.28,,,,,,,,,,,,33728973.65,939336704.19,1244300832.01,19429951.06,290195597.05,13557244.23,31453168.77,,,,0
301082.SZ,20210924,20210924,20210630,1,1,2,121237057.0,41519477.31,296516073.62,40612877.29,,216386982.2,,60139197.01,984380763.34,18895397.55,2864740.04,,,172670477.13,,,,,,,,,5024528.29,1534279233.65,,,,,,,,124387426.15,21387818.8,,,,,33869392.47,,,6216980.57,17886839.78,,8404888.52,212153346.29,,,,,,,,,,,,,,,,,1746432579.94,,349926134.45,,,,,422500000.0,352997460.8,,,,7262272.81,52954976.85,,,35188516.51,,,,,,,,,2306256.33,1240876051.11,,,,,3929171.54,4592866.67,,9001892.21,,,,,,,,,,,,,,,,,1249877943.32,,,,,-3330848.6,499885485.22,496554636.62,1746432579.94,479854.0,,,,,,,,,,,,73496892.64,17740433.36,1044519960.35,775497460.8,18895397.55,124387426.15,21387818.8,35188516.51,,,,0
301081.SZ,20210924,20210924,20210630,1,1,2,128000000.0,134636441.52,160294946.89,26697115.49,,55368915.26,10310.0,2870636.56,228568076.01,4236238.17,18133475.34,,,180474136.36,,,,,,,,,3165471.7,520384801.17,,,,,,,4006765.7,123237826.77,106758257.36,,,,,52198243.46,,,,5918267.33,,7302625.36,299421985.98,,,,,,,,,,,,,,,,,819806787.15,44562600.7,128948906.9,,,,,96506258.94,59737941.69,,,,6521247.29,7177491.63,,,1707010.99,,,,,,,,,909734.01,310314772.88,,,,13082309.12,1546.5,3232768.55,,60879224.87,,,,,,,,,,,,,,,,,371193997.75,,,,,,448612789.4,448612789.4,819806787.15,,-1015714.5,,,,,,,,,,,23660469.35,8806181.43,231438712.57,156244200.63,4236238.17,123237826.77,106758257.36,1707010.99,,,,0
688255.SH,20210924,20210924,20210630,1,1,2,58810958.0,12079600.0,176575730.08,14217053.77,,57806171.02,,53087875.15,65285560.0,,9667996.73,,,156834040.02,,,,,,,,,2478312.37,348373120.65,,,,,,,,,,,,,,19636495.48,,,,1018283.57,,,106846744.83,,,,,,,,,,,,,,,,,455219865.48,,,,,,,,128995545.38,,,,6742650.26,2171491.81,,,,,,,,,,,,47876055.15,192876095.23,,,,660428.4,,,,660428.4,,,,,,,,,,,,,,,,,193536523.63,,,,,,261683341.85,261683341.85,455219865.48,,,,,,,,,,,,,,6052519.79,118373435.15,128995545.38,1323390.83,85931395.98,260569.8,1037832.84,,,,0
301080.SZ,20210924,20210924,20210630,1,1,2,60000000.0,55824039.12,145493628.41,13193266.25,,114141951.29,16187790.66,,37762519.22,1507601.73,8246875.12,,,43414522.27,,,,,,,,,7648191.99,228909452.28,,,,,,,,28867067.56,9264903.68,,,,,511123.34,,,4407063.12,14784220.87,,14024579.75,96529165.32,,,,,,,,,,,,,,,,,325438617.6,,,,,,,,7844034.27,,,,10195779.8,8757140.04,,,67529.83,,,,,,,,8271558.0,114839.32,37475770.28,,,,,,,,15999499.44,,,,,,,,,,,,,,,,,53475269.72,,,,,-410489.35,272373837.23,271963347.88,325438617.6,,-2137096.55,,,,,,,,,,,,2224889.02,37762519.22,7844034.27,1507601.73,28867067.56,9264903.68,67529.83,,,,0
688285.SH,20210923,20210923,20210630,1,1,2,282189913.0,80486898.61,395142540.12,27435794.22,994726.79,318256211.87,,51803634.35,838373588.76,16479692.85,10553947.44,,,467643149.97,,,,,,,,,3690189.66,1721012147.64,,,,,,,,99130875.77,125922569.9,,,,,77234293.77,,,3381889.18,5253225.42,,264757692.74,582939572.62,,,,,,,,,,,,,,,,,2303951720.26,222250000.0,80000000.0,,,,,174767280.1,855741545.86,,,,,19247148.94,,4122221.2,43065545.47,,,,,,,,14219377.13,42874071.51,1257597074.32,,,1907060.0,,,15200000.0,,248312852.72,,,,,,,,,,,,,,,,,1505909927.04,,,,,12038420.48,786003372.74,798041793.22,2303951720.26,3160000.0,-246500.0,,,,,,,,,,,,23559884.11,890177223.11,1030508825.96,16479692.85,99130875.77,125922569.9,47187766.67,1907060.0,,,0
001219.SZ,20210922,20210922,20210630,1,1,2,66550000.0,34074667.61,329902064.01,36032613.66,,58068882.3,262394136.98,13900185.1,10069760.2,4901386.24,6181630.21,,,39733348.18,,,,,,,,,1535182.99,396784512.2,,,,9842491.07,,,,41555183.05,,,,,,14067664.39,,,,3437781.5,,,128978063.26,,,,,,,,,,,,,,,,,525762575.46,,,,,,,,24297133.97,,,,3255029.51,3301945.23,,6103754.2,4037962.34,,,,,,,,,634872.42,57957493.04,,,,,,1245737.14,,1245737.14,,,,,,,,,,,,,,,,,59203230.18,,,,,,466559345.28,466559345.28,525762575.46,,,,,,,,,,,,,,16326795.37,23969945.3,24297133.97,4901386.24,41555183.05,,10141716.54,,60074943.25,,0
688272.SH,20210917,20210917,20210630,1,1,2,57000000.0,121498723.11,76669419.33,8293557.29,,101875855.53,,4675300.0,69756298.1,2379124.94,7589938.27,,,154020481.3,,,,,,,,,5121420.66,345418418.8,,,,,,,,6591177.55,,,,,,1698215.63,,,2606546.48,1820502.42,,1472752.97,45424125.39,,,,,,,,,,,,,,,,,390842544.19,,20020608.3,,,,,,48616408.73,,,,5357652.55,3807896.68,,,18426605.46,,,,,,,,9111975.16,37220.24,105664676.88,,,,,,,,21716167.58,,,,,,,,,,,,,,,,,127380844.46,,,,,,263461699.73,263461699.73,390842544.19,,,,,,,,,,,,,,286309.76,74431598.1,48616408.73,2379124.94,6591177.55,,18426605.46,,,,0
301079.SZ,20210917,20210917,20210630,1,1,2,62920000.0,29125573.01,86558714.72,26326501.12,,4478950.57,,101989312.34,166219980.95,932434.64,4886947.86,,,88473113.49,,,,,,,,,,392787088.68,,,,,,,,32350044.37,,,,,,11317110.18,,,324124.09,4052711.31,,2139486.77,50183476.72,,,,,,,,,,,,,,,,,442970565.4,,55905970.07,,,,,8650000.0,72052806.0,,,,4313696.22,3222295.96,,,1360925.38,,,,,,,,,77051084.98,228401939.57,,,,4903407.93,212143.84,4522285.21,,9637836.98,,,,,,,,,,,,,,,,,238039776.55,,,,,,204930788.85,204930788.85,442970565.4,,,,,,,,,,,,,15929794.18,5845160.96,268209293.29,80702806.0,932434.64,32350044.37,,1360925.38,,,,0
688722.SH,20210917,20210917,20210630,1,1,2,168500000.0,469945204.48,94235331.38,19436735.65,,168246320.42,203932928.44,300000.0,14673164.98,2334649.84,1894166.35,,,109377378.13,,,,,,,,,5604679.01,506363287.17,,,,2744625.15,,,,274472815.06,4909365.56,137941.73,,,,43650052.51,,,,987793.69,,3740752.2,330643345.9,,,,,,,,,,,,,,,,,837006633.07,,,,,,,,33005580.62,182361.9,,,15038537.14,2220077.86,,,2755325.69,,,,,,,,,57694.46,62346329.61,,,,3181634.31,1768064.26,17593333.38,,22543031.95,,,,,,,,,,,,,,,,,84889361.56,,,,,,752117271.51,752117271.51,837006633.07,,,,,,,,,,,,,,9086751.94,14973164.98,33005580.62,2334649.84,274472815.06,5047307.29,2755325.69,,,,0
301078.SZ,20210916,20210916,20210630,1,1,2,979093333.0,545391862.17,705595992.4,19952326.97,,1177663423.19,1093992363.78,,67958084.83,81368466.1,119792764.98,,,886413069.35,,4585284.77,,,,,,,86912513.62,3518685970.62,,,,,,,44785616.0,422677069.07,34036110.71,,,,,180083589.29,,,256593714.78,33062835.3,,156198315.76,3886163746.98,,,,,,,,,,,,,,,,,7404849717.6,207425033.56,38466058.25,,,,,351378193.78,888814119.31,1774978.01,,,66622379.21,32462018.51,,,287090014.19,,,,,,,,529918049.89,22116186.32,2525948973.25,,,,,6798011.43,11698400.03,,2628867229.81,,,,,,,,,,,,,,,,,5154816203.06,,,,,,2250033514.54,2250033514.54,7404849717.6,,,,,,,,,,,,,,307306975.78,67958084.83,1240192313.09,81368466.1,422677069.07,34036110.71,287090014.19,5022264.42,,,0
688772.SH,20210916,20210916,20210630,1,1,2,966142169.0,1483095090.63,1311584710.46,60930214.91,,1361385792.38,,15484386.72,2667612049.74,210708439.67,72392355.38,,,1728766705.9,,,,,,,,,192858626.96,6280691728.43,,,,,,,,3617757535.3,597865884.94,,5057993.08,,,179341721.34,,9070361.52,412912457.46,164164831.57,,69818948.64,5122146198.53,,,,,,,,,,,,,,,,,11402837926.96,727720000.0,408370858.33,,,,,1588069852.69,3557559151.15,,,,168039823.39,7553025.38,,,71163656.6,,,,,,,,267094379.05,106431998.93,6255844630.8,,,,90457347.29,357281065.03,99926378.98,,1325884669.67,,,,,,,,,,,,,,,,,7581729300.47,,,,,-892530.04,3822001156.53,3821108626.49,11402837926.96,,248971.53,,,,,,,,,,,,81561885.28,2683096436.46,5145629003.84,210708439.67,3622815528.38,597865884.94,71163656.6,,,,0
